"Provider_Number","Location","County","Address","City","State","Zip","MailingAddress","MailingCity","MailingState","MailingZip","Email","Phone","LicenseCapacity","Operation_Months","Operation_Days","Hours_Open","Hours_Close","Infant_0_To_12mos","Toddler_13mos_To_2yrs","Preschool_3yrs_To_4yrs","Pre_K_Served","School_Age_5yrs_Plus","Ages_Other_Than_Pre_K_Served","CAPS_Enrolled","Has_Evening_Care","Has_Drop_In_Care","Has_School_Age_Summer_Care","Has_Transport_ToFrom_School","Has_Transport_ToFrom_Home","Has_Cacfp","Accreditation_Status","Program_Type","Provider_Type","Exemption_Category","Available_PreK_Slots","Funded_PreK_Slots","QR_Participant","QR_Rated","QR_Rating","Region","IsTemporarilyClosed","TemporaryClosure_StartDate","TemporaryClosure_EndDate","CurrentProgramStatus"
"CCLC-63151","Preschool Scholars LLC","Dougherty","1124 W Oglethorpe Ave","Albany","GA","31707","1124 W Oglethorpe Ave","Albany","GA","31707","preschoolscholarsllc@gmail.com","(229) 302-2459","26","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR,SA","6:30 AM","7:00 PM","True","True","True","False","True","True","True","False","False","False","False","False","True","","Child Care Learning Center","CCLC","","N/A","","True","True","2","SW","False","","","Open"
"CCLC-62004","Prescolaire Early Learning Academy","Forsyth","5345 Laurel Springs Parkway","Suwanee","GA","30024","14631 N. Scottsdale Rd.    Suite 200","Scottsdale","AZ","85254","sjonathan@prescolaireus.com","(470) 524-5700","198","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:00 AM","6:30 PM","True","True","True","True","True","True","False","False","True","False","False","False","False","","Child Care Learning Center","CCLC","","2","40","True","True","1","NE","False","","","Open"
"CCLC-68128","PRESTIGE CHILDREN'S ACADEMY","Clarke","1555 Barnett Shoals Road Blgd 1","Athens","GA","30605","1555 Barnett Shoals Road Blgd 1","Athens","GA","30605","quianafaulkner@gmail.com","(706) 850-0219","153","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR,SA,SU","5:30 AM","5:00 PM","True","True","True","False","True","True","True","False","True","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","True","False","","NE","False","","","Open"
"CCLC-3045","Preston Ridge Montessori School","Fulton","3800 North Point Parkway","Alpharetta","GA","30005","3800 North Point Pkwy","Alpharetta","GA","30005","7333@montessori.com","(770) 751-9510","115","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:00 AM","6:00 PM","False","True","True","False","True","True","False","False","False","False","False","False","False","GAC","Child Care Learning Center","CCLC","","N/A","","False","False","","NW","False","","","Open"
"CCLC-66852","Pretty Little Angels Learning Academy","Clayton","1688 Thrasher Court","Jonesboro","GA","30238","1688 Thrasher Court","Jonesboro","GA","30238","aleciahead3207@gmail.com","(470) 714-1502","37","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR,SA","6:00 AM","7:00 PM","True","True","True","False","True","True","True","False","True","False","True","True","False","","Child Care Learning Center","CCLC","","N/A","","True","False","","CW","False","","","Open"
"EX-54088","Pretty Princess by JACI Kidz","Fayette","270 Glynn Street North","Fayetteville","GA","30214","270 Glynn Street North ","Fayetteville","GA","30214","prettyprincesskidz@gmail.com","(678) 723-5716","","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,OtherSchoolBreak","MO,TU,WE,TH,FR","8:30 AM","4:00 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Day Camp and School Breaks","N/A","","False","False","","CW","False","","","Open"
"EX-46576","Pretty Sassy Classy Princess Camp","Coweta","3025 Sharpsburg McCollum Road","Newnan","GA","30265","200 Seawwright Drive","Fayetteville","GA","30215","info@theprincesstheparty.com","(678) 490-5203","","JUN,JUL,AUG","MO,TU,WE,TH,FR","9:00 AM","4:00 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Day Camp and School Breaks","N/A","","False","False","","CW","False","","","Open"
"FR-57762","Price, Diamond L","Rockdale","749 S. Pine Street NE","Conyers","GA","30012","749 S. Pine Street NE","Conyers","GA","30012","diamondnsky@yahoo.com","(404) 553-4995","6","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR,SA","6:00 AM","6:00 PM","False","True","True","False","True","True","True","False","False","False","False","False","False","","Family Child Care Learning Home","FCCLH","","N/A","","True","True","2","CE","False","","","Open"
"FR-000010958","Price, Gloria J","Early","16332 HWY 39 SOUTH","Blakely","GA","39823","16332 HWY 39 SOUTH","BLAKELY","GA","39823","pricegloria72@yahoo.com","(229) 308-2398","6","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","8:00 AM","5:00 AM","True","True","True","False","True","True","True","False","True","True","False","False","True","","Family Child Care Learning Home","FCCLH","","N/A","","True","True","2","SW","False","","","Open"
"FR-48949","Price, Marilyn","Cobb","7200 Weatherford Drive","Powder Springs","GA","30127","7200 Weatherford Drive","Powder Springs","GA","30127","marilynprice777@gmail.com","(404) 538-2584","6","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:00 AM","6:00 PM","True","True","True","False","True","True","True","False","False","False","False","False","True","","Family Child Care Learning Home","FCCLH","","N/A","","True","True","1","CW","False","","","Open"
"CCLC-308","Pride and Joy Day Care Center","Troup","102 Durand Rd.","LaGrange","GA","30241","102 Durand Rd.","LaGrange","GA","30241","nsnellings@charter.net","(706) 812-8393","125","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:00 AM","5:00 PM","True","True","True","True","True","True","True","False","True","True","False","False","True","","Child Care Learning Center","CCLC","","8","20","True","True","3","CW","False","","","Open"
"CCLC-23065","Pride and Joy Daycare Learning Academy","Clayton","2155 Forest Parkway","Morrow","GA","30260","2155 Forest Parkway","Morrow","GA","30260","info@pandjacademy.com","(404) 363-2765","150","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","6:00 PM","True","True","True","True","True","True","True","False","False","True","True","False","True","","Child Care Learning Center","CCLC","","10","40","True","True","2","CW","False","","","Open"
"CCLC-33470","Pride and Joy Daycare Learning Academy II","Henry","814 Hampton Road","McDonough","GA","30253","814 Hampton Road","McDonough","GA","30253","info2@pandjacademy.com","(770) 320-9898","169","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:00 AM","10:00 PM","True","True","True","True","True","True","True","True","False","False","True","False","True","","Child Care Learning Center","CCLC","","1","20","True","True","2","SW","False","","","Open"
"CCLC-67089","Pride and Joy Developmental Learning Center","Dodge","639 Pearl Bates Ave","Eastman","GA","31023","639 Pearl Bates Ave","Eastman","GA","31023","Melissa.purvis@pjlearning.org","(478) 374-4926","186","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:00 AM","6:00 PM","True","True","True","True","True","True","False","False","True","False","False","False","True","","Child Care Learning Center","CCLC","","9","40","True","True","2","SE","False","","","Open"
"CCLC-53496","Primary Kids Academy 2","Houston","1519 Russell Parkway","Warner Robins","GA","31088","1519 Russell Parkway","Warner Robins","GA","31088","2primarykids@gmail.com","(478) 551-4533","80","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","6:00 PM","True","True","True","False","True","True","True","False","False","False","True","False","False","","Child Care Learning Center","CCLC","","N/A","","True","True","2","SW","False","","","Open"
"CCLC-48167","Primavera School","DeKalb","470 Candler Park Drive","Atlanta","GA","30307","470 Candler Park Drive","Atlanta","GA","30307","office@primaveraschoolatl.com","(404) 448-1804","37","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","8:15 AM","6:00 PM","False","True","True","False","True","True","False","False","False","False","True","False","False","","Child Care Learning Center","CCLC","","N/A","","True","False","","CE","False","","","Open"
"CCLC-62063","Primavera School, LLC","DeKalb","1989 College Avenue","Atlanta","GA","30317","1264 North Avenue","Atlanta","GA","30307","carlalkey@gmail.com","(404) 394-0123","103","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","8:00 AM","5:30 PM","False","True","True","False","True","True","False","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","True","False","","CE","False","","","Open"
"CCLC-310","Prime Care Learning Center II","Clayton","6550 Church Street","Riverdale","GA","30274","PO Box 960295","Riverdale","GA","30296","chrislen@primecarelearning.com","(770) 997-3435","179","JAN,FEB,MAR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:00 AM","7:00 PM","True","True","True","True","True","True","True","False","True","True","True","True","True","","Child Care Learning Center","CCLC","","10","20","True","True","2","CW","False","","","Open"
"CCLC-17654","Prime Care Learning Center III","Gwinnett","2115 Rockbridge Road","Stone Mountain","GA","30087","P.O. Box 960295","Riverdale","GA","30296","alex@primecarelearning.com","(770) 469-2000","173","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:00 AM","7:00 PM","True","True","True","True","True","True","True","False","True","True","True","False","True","","Child Care Learning Center","CCLC","","20","20","True","True","2","NE","False","","","Open"
"CCLC-38620","Prime Care Learning Center IV","Henry","94 Stoney Brook Way","McDonough","GA","30253","P.O. Box 960295","Riverdale","GA","30296","chrislen@primecarelearning.com","(770) 898-4050","180","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:00 AM","11:30 PM","True","True","True","True","True","True","True","True","True","False","True","True","True","","Child Care Learning Center","CCLC","","1","20","True","True","2","SW","False","","","Open"
"CCLC-62428","Prime Step Second","Cobb","118 Powers Ferry Rd SE","Marietta","GA","30067","118 Powers Ferry Rd SE","Marietta","GA","30067","primestepsecond@hotmail.com","(678) 903-4177","51","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:00 AM","7:00 PM","False","True","True","False","False","True","True","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","True","True","2","CW","False","","","Open"
"CCLC-2473","Prime Time - Abbotts Hill Elementary School","Fulton","5575 Abbotts Bridge Road","Duluth","GA","30097","3655 Preston Ridge Road","Alpharetta","GA","30005","IsabelleQ@ymcaatlanta.org","(770) 664-1220","200","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","2:00 PM","6:30 PM","False","False","False","False","True","True","True","False","False","False","False","False","True","","Child Care Learning Center","CCLC","","N/A","","True","False","","NW","False","","","Open"
"CCLC-15936","Prime Time - Barnwell","Fulton","9425 Barnwell Road","Alpharetta","GA","30022","3655 Preston Ridge Rd","Alpharetta","GA","30005","IsabelleQ@ymcaatlanta.org","(770) 664-1220","90","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","2:30 PM","6:30 PM","False","False","False","False","True","True","True","False","True","False","False","False","True","","Child Care Learning Center","CCLC","","N/A","","True","True","2","NW","False","","","Open"
"CCLC-13460","PRIME TIME - COGBURN WOODS","Fulton","13080 COGBURN ROAD","Alpharetta","GA","30004","3655 Preston Ridge Rd","Alpharetta","GA","30005","IsabelleQ@ymcaatlanta.org","(770) 664-1220","83","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","2:30 PM","6:30 PM","False","False","False","False","True","True","True","False","False","False","False","False","True","","Child Care Learning Center","CCLC","","N/A","","True","True","2","NW","False","","","Open"
"CCLC-2471","Prime Time - Creekview","Fulton","3995 Webb Bridge Road","Alpharetta","GA","30005","3655 Preston Ridge Rd","Alpharetta","GA","30005","mercedesr@ymcaatlanta.org","(770) 664-1220","226","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","2:00 PM","6:30 PM","False","False","False","False","True","True","True","False","False","False","False","False","True","","Child Care Learning Center","CCLC","","N/A","","True","False","","NW","False","","","Open"
"CCLC-33762","Prime Time - Dearing","McDuffie","500 N. Main Street","Dearing","GA","30808","1058 Claussen Road","Augusta","GA","30907","anewman@thefamilyy.org","(706) 313-4840","116","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","2:30 PM","6:00 PM","False","False","True","False","True","True","True","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","True","True","2","CE","False","","","Open"
"CCLC-2932","PRIME TIME - DOLVIN","Fulton","10495 JONES BRIDGE ROAD","Alpharetta","GA","30022","3655 PRESTON RIDGE ROAD","Alpharetta","GA","30005","IsabelleQ@ymcaatlanta.org","(770) 664-1220","212","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","2:00 PM","6:30 PM","False","False","False","False","True","True","True","False","False","False","False","False","True","","Child Care Learning Center","CCLC","","N/A","","True","False","","NW","False","","","Open"
"CCLC-3020","Prime Time - Findley Oaks","Fulton","5880 Findley Chase Drive","Johns Creek","GA","30097","3655 PRESTON RIDGE ROAD","Alpharetta","GA","30005","IsabelleQ@ymcaatlanta.org","(770) 664-1220","174","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","2:00 PM","6:30 PM","False","False","False","False","True","True","True","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","True","True","2","NW","False","","","Open"
"CCLC-2506","Prime Time - Hapeville","Fulton","3440 N Fulton Avenue","Hapeville","GA","30354","2220 Campbellton Road SW","Atlanta","GA","30310","RobinD@ymcaatlanta.org","(404) 523-9622","50","JAN,FEB,MAR,APR,MAY,JUN,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","2:30 PM","6:00 PM","False","False","False","False","True","True","False","False","True","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","True","True","3","NW","False","","","Open"
"CCLC-14893","Prime Time - Hembree Springs","Fulton","815 Hembree Springs","Roswell","GA","30076","3655 Preston Ridge Road","Atlanta","GA","30005","MercedesR@ymcaatlanta.org","(770) 664-1220","221","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","2:30 PM","6:30 PM","False","False","False","False","True","True","True","False","False","False","False","False","True","","Child Care Learning Center","CCLC","","N/A","","True","True","3","NW","False","","","Open"
"CCLC-2435","Prime Time - Hillside","Fulton","9250 Scott Road","Roswell","GA","30076","3655 PRESTON RIDGE ROAD","Alpharetta","GA","30005","mercedesr@ymcaatlanta.org","(770) 664-1220","226","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","2:00 PM","6:30 PM","False","False","False","False","True","True","True","False","False","False","False","False","True","","Child Care Learning Center","CCLC","","N/A","","True","True","2","NW","False","","","Open"
"CCLC-3581","Prime Time - Manning Oaks","Fulton","405 Cumming Street","Alpharetta","GA","30004","3655 PRESTON RIDGE ROAD","Alpharetta","GA","30005","IsabelleQ@ymcaatlanta.org","(770) 664-1220","286","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","2:00 PM","6:30 PM","False","False","False","False","True","True","True","False","False","False","False","False","True","","Child Care Learning Center","CCLC","","N/A","","True","False","","NW","False","","","Open"
"CCLC-3480","Prime Time - Medlock Bridge","Fulton","10215 Medlock Bridge Parkway","Alpharetta","GA","30097","3655 PRESTON RIDGE ROAD","Alpharetta","GA","30005","MercedesR@ymcaatlanta.org","(770) 664-1220","143","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","2:30 PM","6:30 PM","False","False","False","False","True","True","True","False","False","False","False","False","True","","Child Care Learning Center","CCLC","","N/A","","True","True","1","NW","False","","","Open"
"CCLC-2147","Prime Time - Mimosa School","Fulton","1550 Warsaw Road","Roswell","GA","30076","3655 PRESTON RIDGE ROAD","Alpharetta","GA","30005","MercedesR@ymcaatlanta.org","(770) 664-1220","253","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","2:00 PM","6:30 PM","False","False","False","False","True","True","True","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","True","True","2","NW","False","","","Open"
"CCLC-2097","Prime Time - Northwood","Fulton","10200 Wooten Road","Roswell","GA","30076","3655 PRESTON RIDGE ROAD","Alpharetta","GA","30005","MercedesR@ymcaatlanta.org","(770) 664-1220","227","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","2:15 PM","6:30 PM","False","False","False","False","True","True","True","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","True","True","3","NW","False","","","Open"
"CCLC-15935","Prime Time - Ocee","Fulton","4375 Kimball Bridge Rd","Alpharetta","GA","30022","3655 Preston Ridge Road","Alpharetta","GA","30005","MercedesR@ymcaatlanta.org","(770) 664-1220","226","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","2:30 PM","6:30 PM","False","False","False","False","True","True","True","False","False","False","False","False","True","","Child Care Learning Center","CCLC","","N/A","","True","True","2","NW","False","","","Open"
"CCLC-2532","Prime Time - River Eves Elementary School","Fulton","9000 Eves Road","Roswell","GA","30075","3655 PRESTON RIDGE ROAD","Alpharetta","GA","30005","IsabelleQ@ymcaatlanta.org","(770) 664-1220","226","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","2:00 PM","6:30 PM","False","False","False","False","True","True","False","False","False","False","False","False","True","","Child Care Learning Center","CCLC","","N/A","","True","False","","NW","False","","","Open"
"CCLC-2442","Prime Time - Robert D Fowler","Gwinnett","5600 West Jones Bridge Road","Norcross","GA","30092","5600 West Jones Bridge Road","Norcross","GA","30092","mayaf@ymcaatlanta.org","(770) 246-9622","170","JAN,FEB,MAR,APR,MAY,JUN,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","2:30 PM","6:30 PM","False","False","False","False","True","True","True","False","False","False","True","False","True","","Child Care Learning Center","CCLC","","N/A","","True","True","2","NE","False","","","Open"
"CCLC-2990","Prime Time - Shakerag","Fulton","10885 Rogers Circle","Johns Creek","GA","30097","3655 PRESTON RIDGE ROAD","Alpharetta","GA","30005","MercedesR@ymcaatlanta.org","(770) 664-1220","288","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","2:00 PM","6:30 PM","False","False","False","False","True","True","True","False","False","False","False","False","True","","Child Care Learning Center","CCLC","","N/A","","True","True","2","NW","False","","","Open"
"CCLC-2123","Prime Time - State Bridge","Fulton","5530 State Bridge Road","Alpharetta","GA","30022","3655 PRESTON RIDGE ROAD","Alpharetta","GA","30005","MercedesR@ymcaatlanta.org","(770) 664-1220","254","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","2:00 PM","6:30 PM","False","False","False","False","True","True","True","False","False","False","False","False","True","","Child Care Learning Center","CCLC","","N/A","","True","True","2","NW","False","","","Open"
"CCLC-2508","PRIME TIME - STRIPLING","Gwinnett","6155 ATLANTIC BOULEVARD","Norcross","GA","30071","5600 West Jones Bridge Road","Peachtree Corners","GA","30092","garyt@ymcaatlanta.org","(770) 246-9622","150","JAN,FEB,MAR,APR,MAY,JUN,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","2:30 PM","6:30 PM","False","False","False","False","True","True","True","False","False","False","False","False","True","","Child Care Learning Center","CCLC","","N/A","","True","True","2","NE","False","","","Open"
"CCLC-33837","Prime Time - Summit Family YMCA","Coweta","1765 East Highway 34","Newnan","GA","30265","1765 E HWY 34","Newnan","GA","30265","NiaJ@ymcaatlanta.org","(770) 254-9622","64","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","2:30 PM","6:30 PM","False","False","False","False","True","True","True","False","False","False","True","False","False","","Child Care Learning Center","CCLC","","N/A","","True","True","1","CW","False","","","Open"
"CCLC-3389","PRIME TIME - SUMMIT HILL ELEMENTARY SCHOOL","Fulton","13855 PROVIDENCE ROAD","Alpharetta","GA","30004","3655 PRESTON RIDGE ROAD","Alpharetta","GA","30005","IsabelleQ@ymcaatlanta.org","(770) 664-1220","266","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","2:30 PM","6:30 PM","False","False","False","False","True","True","True","False","False","False","False","False","True","","Child Care Learning Center","CCLC","","N/A","","True","True","1","NW","False","","","Open"
"CCLC-14885","Prime Time - Sweet Apple","Fulton","12025 Etris Road","Roswell","GA","30075","3655 Preston Ridge Road","Alpharetta","GA","30005","IsabelleQ@ymcaatlanta.org","(770) 664-1220","97","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","2:30 PM","6:30 PM","False","False","False","False","True","True","True","False","False","False","False","False","True","","Child Care Learning Center","CCLC","","N/A","","True","True","2","NW","False","","","Open"
"CCLC-24911","Prime Time - The Villages of Carver Family YMCA","Fulton","1600 Pryor Road, SW","Atlanta","GA","30315","1600 Pryor Rd SW","Atlanta","GA","30315","JamalN@ymcaatlanta.org","(404) 635-9622","144","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:00 AM","6:30 PM","False","False","True","False","True","True","False","False","True","False","False","False","True","","Child Care Learning Center","CCLC","","N/A","","True","False","","NW","False","","","Open"
"CCLC-13461","PRIME TIME - WILSON CREEK","Fulton","6115 WILSON ROAD","Duluth","GA","30097","3655 Preston Ridge RD","","GA","30005","mercedesr@ymcaatlanta.org","(770) 664-1220","83","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","2:00 PM","6:30 PM","False","False","False","False","True","True","True","False","False","False","False","False","True","","Child Care Learning Center","CCLC","","N/A","","True","True","2","NW","False","","","Open"
"CCLC-33877","Prime Time A.J. McClung","Muscogee","1175 Martin Luther King Blvd.","Columbus","GA","31906","1175 Martin Luther King Jr. Blvd.","Columbus","GA","31906","epeabody@ymcacolumbusga.com","(706) 322-2579","150","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","2:00 PM","6:00 PM","False","False","False","False","True","True","True","False","False","True","True","False","False","","Child Care Learning Center","CCLC","","N/A","","False","False","","SW","False","","","Open"
"CCLC-33771","Prime Time D. A. Turner","Muscogee","4384 Warm Springs Road","Columbus","GA","31909","4384 Warm Springs Rd","Columbus","GA","31909","bcooper@ymcacolumbusga.com","(706) 563-7001","150","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:00 AM","6:00 PM","False","False","False","False","True","True","True","False","True","False","True","False","False","","Child Care Learning Center","CCLC","","N/A","","True","True","3","SW","False","","","Open"
"CCLC-17721","Prime Time Discovery - CT Walker","Richmond","1301 Wrightsboro Road","Augusta","GA","30901","1058 Claussen Road","Augusta","GA","30907","tashley@thefamilyy.org","(706) 313-4827","100","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","6:00 PM","False","False","False","False","True","True","True","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","True","True","2","CE","False","","","Open"
"CCLC-17719","Prime Time Discovery - Deer Chase","Richmond","1780 Deer Chase Lane","Hephzibah","GA","30815","1058 Claussen Road","Augusta","GA","30907","tashley@thefamilyy.org","(706) 922-9656","100","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","6:00 PM","False","False","True","False","True","True","True","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","True","True","2","CE","False","","","Open"
"CCLC-17720","Prime Time Discovery - Diamond Lakes","Richmond","4153 Windsor Spring Road","Hephzibah","GA","30815","1058 Claussen Road","Augusta","GA","30907","tashley@thefamilyy.org","(706) 922-9611","125","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","6:00 PM","False","False","True","False","True","True","True","False","False","False","True","False","False","","Child Care Learning Center","CCLC","","N/A","","True","True","3","CE","False","","","Open"
"CCLC-38582","Prime Time Discovery - Dorothy Hains","Richmond","1820 Windsor Spring Road","Augusta","GA","30906","1058 Claussen Road","Augusta","GA","30907","tashley@thefamilyy.org","(706) 796-4918","100","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","6:00 PM","False","False","True","False","True","True","True","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","True","True","3","CE","False","","","Open"
"CCLC-38536","Prime Time Discovery - Garrett","Richmond","1100 Eisenhower Drive","Augusta","GA","30904","1058 Claussen Road","Augusta","GA","30907","tashley@thefamilyy.org","(706) 737-7222","85","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","6:00 PM","False","False","True","False","True","True","True","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","True","True","3","CE","False","","","Open"
"CCLC-3532","PRIME TIME DISCOVERY - GOSHEN","Richmond","4040 OLD WAYNESBORO ROAD","Augusta","GA","30906","1058 Claussen Road","Augusta","GA","30909","tashley@thefamilyy.org","(706) 922-9611","89","JAN,FEB,MAR,APR,MAY,JUN,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","6:00 PM","False","False","False","False","True","True","True","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","True","True","3","CE","False","","","Open"
"CCLC-2438","Prime Time Discovery - Hephzibah","Richmond","2542 Highway 88","Hephzibah","GA","30815","1058 Claussen Road","Augusta","GA","30907","tashley@thefamilyy.org","(706) 922-9656","122","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","6:00 PM","False","False","True","False","True","True","True","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","True","True","2","CE","False","","","Open"
"CCLC-2133","Prime Time Discovery - Mcbean","Richmond","1165 Hephzibah-Mcbean Road","Hephzibah","GA","30815","1058 Claussen Road","Augusta","GA","30907","tashley@thefamilyy.org","(706) 313-4847","50","JAN,FEB,MAR,APR,MAY,JUN,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","6:00 PM","False","False","True","False","True","True","True","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","True","True","2","CE","False","","","Open"
