facility_id,locality,name,facility_type,license_type,capacity,ages,business_hours,administrator,subsidy,license_id
52769,Fairfax County,Rohina Mirzai,Family Day Home,Two Year,7,3 months - 4 years 11 months,"8:00am - 5:00pm, Monday - Friday",,No,1111036
52770,Loudoun,Samreen Khawaja,Voluntary Registration Registration Duration: Two Year,,4,Birth - 5 years 11 months VDSS Contact: Shahana Green: (571) 423-6735,"6:00 am - 7:00 pm, Monday - Sunday",,No,"5899 No inspection information available online Disclaimer: A compliance history is in no way a rating for a facility. The online compliance history includes only information after July 1, 2003. In addition, the online compliance history includes information regarding adverse actions that may be the subject of a pending appeal. An adverse action is not final until a provider has exhausted or waived all due process rights. For compliance history prior to July 1, 2003, or information regarding the status of pending adverse actions, please contact the Licensing Inspector listed in the facility's information. The Virginia Department of Social Services (VDSS) is not responsible for any errors in or omissions from the compliance history information. Virginia Quality is a voluntary quality rating and improvement system for early care and education facilities serving children ages birth through pre-K. To find programs participating in Virginia Quality, click here . --> --> Translation Disclaimer --> --> VIRGINIA DEPARTMENT OF SOCIAL SERVICES © 2022 - Commonwealth of Virginia --> Contact Us (804) 726-7000 (Main Agency) (800) 552-3431 (SNAP Hotline) --> --> VDSS Privacy Policy --> Expenses CommonHelp Mission & Strategic Plan TTY/TTD Org Chart Accessibility Civil Rights Contact Us × TTY/TTD (deaf or hard-of-hearing): (800) 828-1120, or 711 © Virginia Department of Social Services (VDSS) Privacy Policy --> <!-- <a class=""facebook"" href=""https://www.linkedin.com/company/virgini"
52771,Gloucester,"Williamsburg-James City County Community Action Agency, Inc - Gl",Child Day Center,Two Year,80,3 years - 5 years 11 months,"8:30 a.m. - 3:30 p.m., Monday - Friday",Cheryl Finch,No,1110100
52776,Loudoun,Geetha Pidathala,Voluntary Registration Registration Duration: Two Year,,4,Birth - 12 years 11 months VDSS Contact: Stephanie Salvatori: (571) 389-0980,"6:00am - 6:00pm, Monday - Friday",,No,"5900 No inspection information available online Disclaimer: A compliance history is in no way a rating for a facility. The online compliance history includes only information after July 1, 2003. In addition, the online compliance history includes information regarding adverse actions that may be the subject of a pending appeal. An adverse action is not final until a provider has exhausted or waived all due process rights. For compliance history prior to July 1, 2003, or information regarding the status of pending adverse actions, please contact the Licensing Inspector listed in the facility's information. The Virginia Department of Social Services (VDSS) is not responsible for any errors in or omissions from the compliance history information. Virginia Quality is a voluntary quality rating and improvement system for early care and education facilities serving children ages birth through pre-K. To find programs participating in Virginia Quality, click here . --> --> Translation Disclaimer --> --> VIRGINIA DEPARTMENT OF SOCIAL SERVICES © 2022 - Commonwealth of Virginia --> Contact Us (804) 726-7000 (Main Agency) (800) 552-3431 (SNAP Hotline) --> --> VDSS Privacy Policy --> Expenses CommonHelp Mission & Strategic Plan TTY/TTD Org Chart Accessibility Civil Rights Contact Us × TTY/TTD (deaf or hard-of-hearing): (800) 828-1120, or 711 © Virginia Department of Social Services (VDSS) Privacy Policy --> <!-- <a class=""facebook"" href=""https://www.linkedin.com/company/vi"
52777,Loudoun,Genesis Royalty Daycare,Child Day Center,Two Year,40,2 years 6 months - 12 years 11 months,"6:30am - 6:00pm, Monday - Friday",Sima Arughibassiri,Yes,1110101
52779,Roanoke City,Young Men's Christian Assoc of VA's Blue Ridge-Westside Elem,Child Day Center,Two Year,50,3 years - 12 years 11 months,"2:00PM - 6:00PM, Monday - Friday",Brandon Duncan,Yes,1110102
52784,Charles City,Williamsburg-James City County Community Action Agency - CCES,Child Day Center,Two Year,18,3 years - 5 years 11 months,"8:30 a.m. - 3:30 p.m., Monday - Friday",Cheryl Finch,No,1110103
52785,King William,"Williamsburg James City County Community Action Agency, Inc",Child Day Center,Two Year,40,3 years - 5 years 11 months,"7:45 am - 2:50 pm, Monday - Friday",Monika Bozyk,No,1110104
52787,Fairfax County,Building Kidz of Fairfax,Child Day Center,Two Year,75,1 month - 12 years 11 months,"7:00am - 6:00pm, Monday - Friday",Ashley Martinez,Yes,1110105
52788,Virginia Beach,A New World of Learning Bilingual Academy,Child Day Center,Two Year,44,1 month - 12 years 11 months,"6am - 6pm, Monday - Saturday",Ebony Vargas,Yes,1110106
52789,Richmond City,Lavonda Waller,Voluntary Registration Registration Duration: Two Year,,4,6 months - 4 years 11 months VDSS Contact: Molly Muscat: (804) 588-2367,"6:00 am - 6:00 pm, Monday - Friday",,Yes,5901
52799,Fairfax County,Cornerstone Children's Ministry,Child Day Center,Two Year,60,2 years 6 months - 12 years 11 months,"7:00 AM - 5:30 PM, Monday - Friday",Rosa Arispe,Yes,1110107
52802,Fairfax County,Eden Mekonnen,Family Day Home,Two Year,5,1 month - 12 years 11 months,"8:00am - 5:00pm, Monday - Friday",,No,1111040
52803,Fairfax County,Celia Mendoza Hernandez,Local Ordinance Approved FDH,,,,,Celia Mendoza Hernandez,Yes,1054
52806,Fairfax County,Ranika Ranpura Hewage,Family Day Home,Provisional,5,2 months - 6 years 11 months,"7:30am - 5:30pm, Monday - Friday",,No,1111041
52807,New Kent,Williamsburg James City County Community Action Agency-New Kent,Child Day Center,Two Year,18,3 years - 5 years 11 months,"09:15am - 03:15pm, Monday - Friday",Cheryl Finch,No,1110109
52808,Manassas Park,Elsin Castro Maldonado,Family Day Home,Two Year,5,1 month - 12 years 11 months,"7:00 am - 5:30 pm, Monday - Friday",,Yes,1111042
52812,Amherst,Young Men's Christian Association of Central Virigina - Amelon,Local Government Approved CDC,,,,,Teena Williams,Yes,103
52815,Hampton,I CAN Child Care & Learning Center,Child Day Center,Two Year,135,1 month - 6 years 11 months,"6:30 a.m. - 5:30 p.m., Monday - Friday",Tiffany Tanner-Smith,No,1110110
52818,Staunton,"Boys & Girls Club of Waynesboro, Staunton & Augusta Co-Staunton",Local Government Approved CDC,,,,,Debra Freeman-Belle,Yes,104
52822,Danville,"True Blessing Daycare, LLC",Child Day Center,Provisional,47,1 month - 12 years 11 months,"6:00 AM - 6:00 PM, Monday - Friday",Amanda Odom,Yes,1110111
52829,Stafford,Stephanie Jackson,Family Day Home,Two Year,5,Birth - 6 years 11 months,"6:00 am - 6:00 pm, Monday - Friday",,Yes,1111043
52832,Fairfax County,Farah Tahir,Family Day Home,Two Year,5,Birth - 5 years 11 months,"6:00am - 5:30pm, Monday - Friday",,Yes,1111044
52834,Arlington,Zulema Alvarez,Local Ordinance Approved FDH,,,,,Zulema Alvarez,Yes,1056
52835,Chesterfield,Cross Pointe Church of the Nazarene,Religious Exempt Child Day Center,Exempt,15,2 years - 5 years 11 months VDSS Contact: Molly Muscat: (804) 588-2367,"8:00 am - 3:00 pm, Monday - Friday",Angela Mays Farley,No,"1106399 No inspection information available online Disclaimer: A compliance history is in no way a rating for a facility. The online compliance history includes only information after July 1, 2003. In addition, the online compliance history includes information regarding adverse actions that may be the subject of a pending appeal. An adverse action is not final until a provider has exhausted or waived all due process rights. For compliance history prior to July 1, 2003, or information regarding the status of pending adverse actions, please contact the Licensing Inspector listed in the facility's information. The Virginia Department of Social Services (VDSS) is not responsible for any errors in or omissions from the compliance history information. Virginia Quality is a voluntary quality rating and improvement system for early care and education facilities serving children ages birth through pre-K. To find programs participating in Virginia Quality, click here . --> --> Translation Disclaimer --> --> VIRGINIA DEPARTMENT OF SOCIAL SERVICES © 2022 - Commonwealth of Virginia --> Contact Us (804) 726-7000 (Main Agency) (800) 552-3431 (SNAP Hotline) --> --> VDSS Privacy Policy --> Expenses CommonHelp Mission & Strategic Plan TTY/TTD Org Chart Accessibility Civil Rights Contact Us × TTY/TTD (deaf or hard-of-hearing): (800) 828-1120, or 711 © Virginia Department of Social Services (VDSS) Privacy Policy --> --> Top <img src=""/globalimage/facelift/feed"
52843,Henrico,Wendy Campos-McBride,Family Day Home,Two Year,5,1 month - 5 years 11 months,"6:30am - 6:30pm, Monday - Friday",,Yes,1111045
52846,Floyd,Guided by Grace Childcare LLC,Child Day Center,Two Year,40,1 month - 12 years 11 months,"7:00am - 6:00pm, Monday - Friday",Caileigh Gearhart,Yes,1110116
52848,Roanoke City,Garden of Prayer #7/Vision of Faith Ministries,Religious Exempt Child Day Center,Exempt,100,1 month - 12 years 11 months VDSS Contact: Nicole Scott: (804) 588-2372,"6:30 am - 6:00 pm, Monday - Friday",Ashley Neblett,Yes,1106400
52852,Petersburg,Karimah Rhone,Unlicensed/Unregistered FDH,,,,,Karimah Rhone,Yes,403
52853,Norfolk,Latosha Walker,Unlicensed/Unregistered FDH,,,,,Latosha Walker,Yes,404
52854,Prince William,New Image Christian Academy,Child Day Center,Two Year,85,Birth - 12 years 11 months,"6:00 am - 6:30 pm, Monday - Friday",Carolyn Clements,Yes,1110117
52855,Chesterfield,Massey Childcare Center,Child Day Center,Two Year,148,Birth - 12 years 11 months,"6:00 am - 6:00 pm, Monday - Friday",Rachel Massey,Yes,1110118
52857,Chesterfield,Sherry Nae,Voluntary Registration Registration Duration: Two Year,,4,1 month - 5 years 11 months VDSS Contact: Nicole Jeffress: (804) 773-1847,"7:00 am - 6:00 pm, Monday - Friday",,No,"5903 No inspection information available online Disclaimer: A compliance history is in no way a rating for a facility. The online compliance history includes only information after July 1, 2003. In addition, the online compliance history includes information regarding adverse actions that may be the subject of a pending appeal. An adverse action is not final until a provider has exhausted or waived all due process rights. For compliance history prior to July 1, 2003, or information regarding the status of pending adverse actions, please contact the Licensing Inspector listed in the facility's information. The Virginia Department of Social Services (VDSS) is not responsible for any errors in or omissions from the compliance history information. Virginia Quality is a voluntary quality rating and improvement system for early care and education facilities serving children ages birth through pre-K. To find programs participating in Virginia Quality, click here . --> --> Translation Disclaimer --> --> VIRGINIA DEPARTMENT OF SOCIAL SERVICES © 2022 - Commonwealth of Virginia --> Contact Us (804) 726-7000 (Main Agency) (800) 552-3431 (SNAP Hotline) --> --> VDSS Privacy Policy --> Expenses CommonHelp Mission & Strategic Plan TTY/TTD Org Chart Accessibility Civil Rights Contact Us × TTY/TTD (deaf or hard-of-hearing): (800) 828-1120, or 711 © Virginia Department of Social Services (VDSS) Privacy Policy --> <!-- <a class=""facebook"" href=""https://www.linkedin.com/co"
52859,Fairfax County,The River Farm Cooperative School,Child Day Center,Two Year,35,5 years 11 months - 12 years 11 months,"9:00am - 6:00pm, Monday - Friday",Stacy Clark,No,1110120
52861,Roanoke City,Robesina Preston,Unlicensed/Unregistered FDH,,,,,Robesina Preston,Yes,406
52862,Amherst,Young Men's Christian Association of Central Virginia - Amherst,Local Government Approved CDC,,,,,Christina Williams,Yes,108
52863,Lynchburg,Young Men's Christian Association of Central Virginia- Jamerson,Local Government Approved CDC,,,,,Michelle Pwer,Yes,"109 No inspection information available online Disclaimer: A compliance history is in no way a rating for a facility. The online compliance history includes only information after July 1, 2003. In addition, the online compliance history includes information regarding adverse actions that may be the subject of a pending appeal. An adverse action is not final until a provider has exhausted or waived all due process rights. For compliance history prior to July 1, 2003, or information regarding the status of pending adverse actions, please contact the Licensing Inspector listed in the facility's information. The Virginia Department of Social Services (VDSS) is not responsible for any errors in or omissions from the compliance history information. Virginia Quality is a voluntary quality rating and improvement system for early care and education facilities serving children ages birth through pre-K. To find programs participating in Virginia Quality, click here . --> --> Translation Disclaimer --> --> VIRGINIA DEPARTMENT OF SOCIAL SERVICES © 2022 - Commonwealth of Virginia --> Contact Us (804) 726-7000 (Main Agency) (800) 552-3431 (SNAP Hotline) --> --> VDSS Privacy Policy --> Expenses CommonHelp Mission & Strategic Plan TTY/TTD Org Chart Accessibility Civil Rights Contact Us × TTY/TTD (deaf or hard-of-hearing): (800) 828-1120, or 711 © Virginia Department of Social Services (VDSS) Privacy Policy --> --> Top Thank you for visiting. How was your experience? <a c"
52864,Lynchburg,Young Men's Christian Association of Central Virginia - Sandusky,Local Government Approved CDC,,,,,Michelle Power,Yes,110
52865,Lynchburg,Young Men's Christian Assoc of Central Virginia - Bedford Hills,Local Government Approved CDC,,,,,Michelle Powers,Yes,111
52866,Fairfax County,Maria Eugenia Rivera Bonardi,Local Ordinance Approved FDH,,,,,Maria Eugenia Rivera Bonardi,Yes,1057
52867,Rockingham,Tracy Kinder,Unlicensed/Unregistered FDH,,,,,Tracy Kinder,Yes,407
52872,Prince George,Bright Scholars Academy Inc,Child Day Center,Two Year,69,1 year 2 months - 12 years 11 months,"6:00am - 6:00pm, Monday - Friday",Lakeshia Ramsey,Yes,1110121
52873,Stafford,Deborah Abramaitys,Voluntary Registration Registration Duration: Two Year,,4,Birth - 12 years 11 months VDSS Contact: Morgan Bryson: (540) 270-0057,"7:00 am - 4:00 pm, Monday - Friday",,No,"5904 No inspection information available online Disclaimer: A compliance history is in no way a rating for a facility. The online compliance history includes only information after July 1, 2003. In addition, the online compliance history includes information regarding adverse actions that may be the subject of a pending appeal. An adverse action is not final until a provider has exhausted or waived all due process rights. For compliance history prior to July 1, 2003, or information regarding the status of pending adverse actions, please contact the Licensing Inspector listed in the facility's information. The Virginia Department of Social Services (VDSS) is not responsible for any errors in or omissions from the compliance history information. Virginia Quality is a voluntary quality rating and improvement system for early care and education facilities serving children ages birth through pre-K. To find programs participating in Virginia Quality, click here . --> --> Translation Disclaimer --> --> VIRGINIA DEPARTMENT OF SOCIAL SERVICES © 2022 - Commonwealth of Virginia --> Contact Us (804) 726-7000 (Main Agency) (800) 552-3431 (SNAP Hotline) --> --> VDSS Privacy Policy --> Expenses CommonHelp Mission & Strategic Plan TTY/TTD Org Chart Accessibility Civil Rights Contact Us × TTY/TTD (deaf or hard-of-hearing): (800) 828-1120, or 711 © Virginia Department of Social Services (VDSS) Privacy Policy --> <i cl"
52874,Roanoke City,EnCompassed Early Learning Center,Religious Exempt Child Day Center,Exempt,110,1 month - 5 years 11 months VDSS Contact: Shanae Vaughn: (276) 608-4267,"7:00 am - 5:30 pm, Monday - Friday",Rebekah Brodrecht,No,"1106401 No inspection information available online Disclaimer: A compliance history is in no way a rating for a facility. The online compliance history includes only information after July 1, 2003. In addition, the online compliance history includes information regarding adverse actions that may be the subject of a pending appeal. An adverse action is not final until a provider has exhausted or waived all due process rights. For compliance history prior to July 1, 2003, or information regarding the status of pending adverse actions, please contact the Licensing Inspector listed in the facility's information. The Virginia Department of Social Services (VDSS) is not responsible for any errors in or omissions from the compliance history information. Virginia Quality is a voluntary quality rating and improvement system for early care and education facilities serving children ages birth through pre-K. To find programs participating in Virginia Quality, click here . --> --> Translation Disclaimer --> --> VIRGINIA DEPARTMENT OF SOCIAL SERVICES © 2022 - Commonwealth of Virginia --> Contact Us (804) 726-7000 (Main Agency) (800) 552-3431 (SNAP Hotline) --> --> VDSS Privacy Policy --> Expenses CommonHelp Mission & Strategic Plan TTY/TTD Org Chart Accessibility Civil Rights Contact Us × TTY/TTD (deaf or hard-of-hearing): (800) 828-1120, or 711 © Virginia Department of Social Services (VDSS) Privacy Policy --> --> Top <img src=""/globalimage/facelift/feedb"
52875,Fairfax County,Roxana Alvarado,Family Day Home,Two Year,7,3 months - 6 years 11 months,"7:00 am - 5:30 pm, Monday - Friday",,No,1111047
52876,Roanoke City,Laureen McGill,Family Day Home,Two Year,7,1 year - 12 years 11 months,"7pm - 7am, Sunday - Friday",,Yes,1111048
52879,Prince William,Jamelah Sylvester,Family Day Home,Two Year,4,6 months - 12 years 11 months,"6:30 am - 6:30 pm, Monday - Saturday",,Yes,1111050
52880,Fairfax County,Farah El Antaki,Family Day Home,Provisional,7,1 month - 12 years 11 months,"8:00 am - 5:00 pm, Monday - Friday",,No,1111051
52889,Danville,Little Angels Learning Academy,Child Day Center,Conditional,32,1 month - 12 years 11 months,"6:00 AM - 6:00 PM, Monday - Saturday",Mikayla Ragsdale,Yes,1110124
52890,Alexandria,Karen Hernandez,Family Day Home,Two Year,5,5 months - 5 years 11 months,"7:30am - 5:30pm, Monday - Friday",,No,1111053
52892,Fairfax County,Emily Ward,Family Day Home,Two Year,7,1 month - 7 years 11 months,"6:30am - 5:30pm, Monday - Friday",,No,1111054
52893,Norfolk,Shelia Williams,Unlicensed/Unregistered FDH,,,,,Shelia Williams,Yes,409
52900,Fairfax County,Leyla Khater,Family Day Home,Provisional,7,Birth - 12 years 11 months,"7:00am - 6:00pm, Monday - Friday",,No,1111055
52902,Gloucester,Young Men's Christian Association of the Virginia Peninsulas- Be,Child Day Center,Two Year,100,4 years 9 months - 12 years 11 months,"6:30 a.m. - 6:00 p.m., Monday - Friday",Caitlyn Leavens,Yes,1110126
52903,Gloucester,Young Men's Christian Association of the Virginia Peninsulas- Pe,Child Day Center,Provisional,100,4 years 9 months - 12 years 11 months,"6:30 a.m. - 6:00 p.m., Monday - Friday",Caitlyn Leavens,Yes,1110127
52906,Fairfax County,Two Birds 1900 Gallows Road,Child Day Center,Two Year,120,1 month - 5 years 11 months,"8:00am - 6:00pm, Monday - Friday",Carol Reynolds,No,1110128
52908,Loudoun,Lovettsville Little Learners,Child Day Center,Two Year,21,1 month - 5 years 11 months,"7:30 am - 5:00 pm, Monday - Friday",Claudia Kabir,Yes,1110129
52918,Norfolk,KCE Champions LLC @ St. Helena Elementary,Child Day Center,Two Year,50,4 years - 12 years 11 months,"6:30am - 6:00pm, Monday - Friday",Erica Griffin,Yes,1110130
52920,Chesterfield,YOUNG MEN's CHRISTIAN ASSOCIATION OF GREATER RICHMOND-Camp Thund,Local Government Approved CDC,,,,,Hernandez Hernandez,Yes,129
52921,Norfolk,KCE Champions LLC @ Sherwood Forrest Elementary,Child Day Center,Conditional,50,4 years - 12 years 11 months,"6:30 ? 8:55am - 3:20 ? 6pm, Monday - Friday",Erica Griffin,Yes,1110131
52924,Norfolk,KCE Champions LLC @ Jacox Elementary,Child Day Center,Two Year,35,3 years - 12 years 11 months,"6:30am - 6:00pm, Monday - Friday",Erica Griffin,Yes,1110132
52925,Chesapeake,Tiara Hatley,Voluntary Registration Registration Duration: Two Year,,4,Birth - 12 years 11 months VDSS Contact: Heather Harrell: (757) 334-4329,"7pm - 7am, Monday - Friday",,No,"5905 No inspection information available online Disclaimer: A compliance history is in no way a rating for a facility. The online compliance history includes only information after July 1, 2003. In addition, the online compliance history includes information regarding adverse actions that may be the subject of a pending appeal. An adverse action is not final until a provider has exhausted or waived all due process rights. For compliance history prior to July 1, 2003, or information regarding the status of pending adverse actions, please contact the Licensing Inspector listed in the facility's information. The Virginia Department of Social Services (VDSS) is not responsible for any errors in or omissions from the compliance history information. Virginia Quality is a voluntary quality rating and improvement system for early care and education facilities serving children ages birth through pre-K. To find programs participating in Virginia Quality, click here . --> --> Translation Disclaimer --> --> VIRGINIA DEPARTMENT OF SOCIAL SERVICES © 2022 - Commonwealth of Virginia --> Contact Us (804) 726-7000 (Main Agency) (800) 552-3431 (SNAP Hotline) --> --> VDSS Privacy Policy --> Expenses CommonHelp Mission & Strategic Plan TTY/TTD Org Chart Accessibility Civil Rights Contact Us × TTY/TTD (deaf or hard-of-hearing): (800) 828-1120, or 711 © Virginia Department of Social Services (VDSS) Privacy Policy --> <i class=""fa fa-li"
52926,Portsmouth,"Coleman Love Learning Center, LLC",Child Day Center,Conditional,35,1 month - 12 years 11 months,"6:30am - 5:30pm, Monday - Sunday",Mona-Lisa Avents,Yes,1110133
52930,Fairfax County,Felicia Tacunan,Local Ordinance Approved FDH,,,,,Felicia Tacunan,Yes,1058
52933,Stafford,Primrose School of Stafford at Embrey Mill,Child Day Center,Two Year,188,1 month - 12 years 11 months,"6:30 am - 6:00 pm, Monday - Friday",Milly Mcneal,No,1110135
52934,Stafford,Callahan Learning Center Falmouth,Child Day Center,Two Year,125,1 month - 12 years 11 months,"6:30 am - 6:30 pm, Monday - Friday",Haleigh Ehardt,Yes,1110136
52935,Chesterfield,Skipwith Academy at Enon (#79),Child Day Center,Two Year,174,1 month - 12 years 11 months,"6:30 AM - 6:30 PM, Monday - Friday",Belinda Thomas,Yes,1110137
52937,York,Primrose School of Yorktown,Child Day Center,Two Year,198,1 month - 12 years 11 months,"7:00 a.m. - 6:00 p.m., Monday - Friday",Amber Lempke,No,1110138
52940,Manassas City,Maria Hingson,Family Day Home,Two Year,6,Birth - 12 years 11 months,"12:00am - 12:00am, Sunday - Saturday",,Yes,1111056
52942,Fairfax County,The Goddard School of Kingstowne,Child Day Center,Two Year,220,1 month - 12 years 11 months,"7:00 am - 6:00 pm, Monday - Friday",Rahul Jain,Yes,1110140
52944,Prince William,Discovery Learning Center,Child Day Center,Two Year,140,1 month - 12 years 11 months,"6:00 am - 6:30 pm, Monday - Friday",Natalie Mcclinton,Yes,1110142
52946,Loudoun,The Learning Experience Sterling,Child Day Center,Two Year,166,1 month - 12 years 11 months,"6:30 am - 6:30 pm, Monday - Friday",Nawal Ibrahim,Yes,1110143
52960,Loudoun,Ivybrook Academy,Child Day Center,Two Year,134,1 year 6 months - 6 years 11 months,"8:00 AM - 4:30 PM, Monday - Friday",Kristen Benavides,Yes,1110144
52964,Isle of Wight,Kimberly Spencer,Voluntary Registration Registration Duration: Two Year,,4,1 year - 12 years 11 months VDSS Contact: Michele Patchett: (757) 439-6816,"7:00am - 6:00pm, Monday - Sunday",,No,"5906 No inspection information available online Disclaimer: A compliance history is in no way a rating for a facility. The online compliance history includes only information after July 1, 2003. In addition, the online compliance history includes information regarding adverse actions that may be the subject of a pending appeal. An adverse action is not final until a provider has exhausted or waived all due process rights. For compliance history prior to July 1, 2003, or information regarding the status of pending adverse actions, please contact the Licensing Inspector listed in the facility's information. The Virginia Department of Social Services (VDSS) is not responsible for any errors in or omissions from the compliance history information. Virginia Quality is a voluntary quality rating and improvement system for early care and education facilities serving children ages birth through pre-K. To find programs participating in Virginia Quality, click here . --> --> Translation Disclaimer --> --> VIRGINIA DEPARTMENT OF SOCIAL SERVICES © 2022 - Commonwealth of Virginia --> Contact Us (804) 726-7000 (Main Agency) (800) 552-3431 (SNAP Hotline) --> --> VDSS Privacy Policy --> Expenses CommonHelp Mission & Strategic Plan TTY/TTD Org Chart Accessibility Civil Rights Contact Us × TTY/TTD (deaf or hard-of-hearing): (800) 828-1120, or 711 © Virginia Department of Social Services (VDSS) Privacy Policy --> <!-- <a class=""facebook"" href=""https://www.linkedin.com/company/v"
52966,Isle of Wight,Yosilu Torres Della Pina,Voluntary Registration Registration Duration: Two Year,,4,1 year 6 months - 6 years 11 months VDSS Contact: Christine Mahan: (757) 404-0568,"7am - 5pm, Monday - Friday",,No,"5907 No inspection information available online Disclaimer: A compliance history is in no way a rating for a facility. The online compliance history includes only information after July 1, 2003. In addition, the online compliance history includes information regarding adverse actions that may be the subject of a pending appeal. An adverse action is not final until a provider has exhausted or waived all due process rights. For compliance history prior to July 1, 2003, or information regarding the status of pending adverse actions, please contact the Licensing Inspector listed in the facility's information. The Virginia Department of Social Services (VDSS) is not responsible for any errors in or omissions from the compliance history information. Virginia Quality is a voluntary quality rating and improvement system for early care and education facilities serving children ages birth through pre-K. To find programs participating in Virginia Quality, click here . --> --> Translation Disclaimer --> --> VIRGINIA DEPARTMENT OF SOCIAL SERVICES © 2022 - Commonwealth of Virginia --> Contact Us (804) 726-7000 (Main Agency) (800) 552-3431 (SNAP Hotline) --> --> VDSS Privacy Policy --> Expenses CommonHelp Mission & Strategic Plan TTY/TTD Org Chart Accessibility Civil Rights Contact Us × TTY/TTD (deaf or hard-of-hearing): (800) 828-1120, or 711 © Virginia Department of Social Services (VDSS) Privacy Policy --> <!-- <a class=""facebook"" href=""https://www."
52967,Loudoun,Estefany Santos Cruz,Voluntary Registration Registration Duration: Two Year,,3,6 months - 5 years 11 months VDSS Contact: Stacy Doyle: (571) 835-0386,,,Yes,5908
52971,Prince William,CDLC School of Woodbridge,Child Day Center,Conditional,300,1 month - 12 years 11 months,"6:00 am - 6:30 pm, Monday - Friday",Meaghan Wilcox,No,1110145
52975,Spotsylvania,Tiny Toes Creative Learning Center II,Child Day Center,Two Year,40,4 years - 12 years 11 months,"5:30am - 6:30pm, Monday - Friday",Sherlise Sawyer,No,1110146
52980,Fairfax County,Little Lighthouse Academy LLC,Child Day Center,Two Year,40,1 month - 12 years 11 months,"6:30 am - 6:30 pm, Monday - Friday",Mayson Manickam,Yes,1110147
52981,Chesterfield,Childcare Network #64,Child Day Center,Two Year,200,1 month - 12 years 11 months,"6:30am - 6:00pm, Monday - Friday",Denise Clark,Yes,1110148
52982,Fairfax County,Gisela Ortiz Loayza,Family Day Home,Two Year,7,1 month - 12 years 11 months,"6:00 am - 5:59 am, Sunday - Saturday",,Yes,1111059
52985,Portsmouth,Monchel Stallins,Family Day Home,Two Year,11,1 month - 10 years 11 months,"7am - 6 pm, Monday - Friday",,Yes,1111062
52990,Radford,WonderTree Academy,Child Day Center,Provisional,140,1 month - 12 years 11 months,"6:30AM - 6:00PM, Monday - Friday",Olivia Aiza,Yes,1110150
52995,Fairfax County,Dodampahalage Fernando,Family Day Home,Two Year,5,10 months - 6 years 11 months,"7:00am - 6:00pm, Monday - Friday",,No,1111063
52998,Fairfax County,Little Dreams Daycare LLC,Child Day Center,Conditional,38,3 months - 4 years 11 months,"7:00 a.m. - 6:00 p.m., Monday - Friday",Cecilia Blancas,No,1110151
53000,Gloucester,Young Men's Christian Association of the Virginia Peninsulas- Ac,Child Day Center,Two Year,100,4 years 9 months - 12 years 11 months,"6:30 a.m. - 6:00 p.m., Monday - Friday",Caitlyn Leavens,Yes,1110152
53001,Gloucester,Young Men's Christian Association of the Virginia Peninsulas- Ab,Child Day Center,Provisional,100,4 years 9 months - 12 years 11 months,"6:30 a.m. - 6:00 p.m., Monday - Friday",Caitlyn Leavens,Yes,1110153
53003,Gloucester,Young Men's Christian Association of the Virginia Peninsulas- Bo,Child Day Center,Provisional,100,4 years 9 months - 12 years 11 months,"6:30 a.m. - 6:00 p.m., Monday - Friday",Caitlyn Leavens,Yes,1110155
53005,Albemarle,Molly Napolitano,Family Day Home,Two Year,12,3 months - 12 years 11 months,"8:00 AM - 5:30 PM, Monday - Friday",,No,1111064
53006,Chesapeake,Kimberly Booth,Voluntary Registration Registration Duration: Two Year,,4,1 month - 12 years 11 months VDSS Contact: Brandie Viscayda: (757) 636-3427,"6:30am - 5:30pm, 5",,Yes,5910
53008,Virginia Beach,Wise Scholars Inc.,Child Day Center,Conditional,54,1 month - 12 years 11 months,"6am - 6pm, Monday - Friday",Yvette Christian,Yes,1110156
53009,Norfolk,KCE Champions LLC @ Bayview Elementary,Child Day Center,Conditional,50,4 years - 12 years 11 months,"6:30am - 6:00pm, Monday - Friday",Erica Griffin,Yes,1110157
53010,Chesapeake,Yvonne Kitchen,Voluntary Registration Registration Duration: Two Year,,4,1 year - 12 years 11 months VDSS Contact: Rene Old: (757) 404-1784,"6am - 6pm, Monday - Saturday",,Yes,5912
53011,Fairfax County,Karen Crispin Bustamante,Family Day Home,Conditional,7,2 months - 12 years 11 months,"6:00am - 6:00pm, Monday - Sunday",,Yes,1111065
53015,Fairfax County,Raul Medina Maldonado,Family Day Home,Two Year,7,3 months - 12 years 11 months,"7:00am - 11:00pm, Monday - Friday",,Yes,1111066
53016,Salem,Young Men's Christian Assoc of VA's Blue Ridge- Masons Cove,Child Day Center,Two Year,50,4 years 10 months - 12 years 11 months,"2:00pm - 6:00pm, Monday - Friday",Stephanie Dobe,Yes,1110158
53017,Prince William,Kiddie Academy of Haymarket,Child Day Center,Two Year,168,1 month - 12 years 11 months,"7:00 am - 6:00 pm, Monday - Friday",Angela Robinson,Yes,1110159
53018,Virginia Beach,Tidewater Community College-Virginia Beach,Child Day Center,Two Year,50,1 month - 5 years 11 months,"7:30am - 5:30pm, Monday - Friday",Dawn Bussey,No,1110160
53022,Loudoun,AlphaBEST @ Sully Elementary,Child Day Center,Two Year,75,5 years - 12 years 11 months,"2:00pm - 6:00pm, Monday - Friday",Ayesha Sabri,No,1110162
