State_Abbreviation,County_Name,StudyYear,MCInfant,MCToddler,MCPreschool,_75CInfant,_75CToddler,_75CPreschool,MCInfant_flag,MCToddler_flag,MCPreschool_flag,_75CInfant_flag,_75CToddler_flag,_75CPreschool_flag
VA,Pittsylvania County,2009,100.5,85,85,103.32,111,111,2,1,1,2,1,1
VA,Pittsylvania County,2010,107,90,90,110,110,110,2,1,1,2,1,1
VA,Pittsylvania County,2011,113.5,95,95,124,109,109,2,1,1,2,1,1
VA,Pittsylvania County,2012,120,100,100,138,108,108,2,1,1,2,1,1
VA,Pittsylvania County,2013,125,100,100,138.67,107,107,2,1,1,2,1,1
VA,Pittsylvania County,2014,130,100,100,139.33,106,106,2,1,1,2,1,1
VA,Pittsylvania County,2015,135,100,100,140,105,105,2,1,1,2,1,1
VA,Pittsylvania County,2016,136.67,100,100,143.33,108.33,108.33,2,1,1,2,1,1
VA,Pittsylvania County,2017,138.33,100,100,146.67,111.67,111.67,2,1,1,2,1,1
VA,Pittsylvania County,2018,140,100,100,150,115,115,2,1,1,2,1,1
VA,Pittsylvania County,2019,141.67,100,100,153.33,118.33,118.33,2,1,1,2,1,1
VA,Pittsylvania County,2020,143.33,100,100,156.67,121.67,121.67,2,1,1,2,1,1
VA,Pittsylvania County,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,Pittsylvania County,2022,154.42,109.69,100.76,157.02,122.61,118.41,1,1,1,1,1,1
VA,Powhatan County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,Powhatan County,2009,197,167.5,167.5,236.5,196.5,196.5,2,1,1,2,1,1
VA,Powhatan County,2010,202,165,165,239,191,191,2,1,1,2,1,1
VA,Powhatan County,2011,207,162.5,162.5,241.5,185.5,185.5,2,1,1,2,1,1
VA,Powhatan County,2012,212,160,160,244,180,180,2,1,1,2,1,1
VA,Powhatan County,2013,211.33,160,160,236,173.33,173.33,2,1,1,2,1,1
VA,Powhatan County,2014,210.67,160,160,228,166.67,166.67,2,1,1,2,1,1
VA,Powhatan County,2015,210,160,160,220,160,160,2,1,1,2,1,1
VA,Powhatan County,2016,210,160,160,223.33,165,165,2,1,1,2,1,1
VA,Powhatan County,2017,210,160,160,226.67,170,170,2,1,1,2,1,1
VA,Powhatan County,2018,210,160,160,230,175,175,2,1,1,2,1,1
VA,Powhatan County,2019,210,160,160,233.33,180,180,2,1,1,2,1,1
VA,Powhatan County,2020,210,160,160,236.67,185,185,2,1,1,2,1,1
VA,Powhatan County,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,Powhatan County,2022,207.68,157.29,167.5,228.87,177.49,179.44,1,1,1,1,1,1
VA,Prince Edward County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,Prince Edward County,2009,129.5,110.5,110.5,132.61,118,118,2,1,1,2,1,1
VA,Prince Edward County,2010,125,110,110,128,116,116,2,1,1,2,1,1
VA,Prince Edward County,2011,120.5,109.5,109.5,126.5,114,114,2,1,1,2,1,1
VA,Prince Edward County,2012,116,109,109,125,112,112,2,1,1,2,1,1
VA,Prince Edward County,2013,117.33,109.33,109.33,123.33,111.33,111.33,2,1,1,2,1,1
VA,Prince Edward County,2014,118.67,109.67,109.67,121.67,110.67,110.67,2,1,1,2,1,1
VA,Prince Edward County,2015,120,110,110,120,110,110,2,1,1,1,1,1
VA,Prince Edward County,2016,123.33,110,110,130,111.67,111.67,2,1,1,2,1,1
VA,Prince Edward County,2017,126.67,110,110,140,113.33,113.33,2,1,1,2,1,1
VA,Prince Edward County,2018,130,110,110,150,115,115,2,1,1,2,1,1
VA,Prince Edward County,2019,133.33,110,110,160,116.67,116.67,2,1,1,2,1,1
VA,Prince Edward County,2020,136.67,110,110,170,118.33,118.33,2,1,1,2,1,1
VA,Prince Edward County,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,Prince Edward County,2022,148.74,109.05,109.05,170.51,122.25,122.25,1,1,1,1,1,1
VA,Prince George County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,Prince George County,2009,128.5,98.5,98.5,158,124,124,2,1,1,2,1,1
VA,Prince George County,2010,133,103,103,162,126,126,2,1,1,2,1,1
VA,Prince George County,2011,137.5,107.5,107.5,166,128,128,2,1,1,2,1,1
VA,Prince George County,2012,142,112,112,170,130,130,2,1,1,2,1,1
VA,Prince George County,2013,146.33,114.67,114.67,170,131.67,131.67,2,1,1,2,1,1
VA,Prince George County,2014,150.67,117.33,117.33,170,133.33,133.33,2,1,1,2,1,1
VA,Prince George County,2015,155,120,120,170,135,135,2,1,1,2,1,1
VA,Prince George County,2016,160,123.33,123.33,175,140,140,2,1,1,2,1,1
VA,Prince George County,2017,165,126.67,126.67,180,145,145,2,1,1,2,1,1
VA,Prince George County,2018,170,130,130,185,150,150,2,1,1,2,1,1
VA,Prince George County,2019,175,133.33,133.33,190,155,155,2,1,1,2,1,1
VA,Prince George County,2020,180,136.67,136.67,195,160,160,2,1,1,2,1,1
VA,Prince George County,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,Prince George County,2022,194.51,128.87,128.87,210.29,159.46,159.46,1,1,1,1,1,1
VA,Prince William County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,Prince William County,2009,222,187.5,187.5,255,212.5,212.5,2,1,1,2,1,1
VA,Prince William County,2010,230,195,195,262,220,220,2,1,1,2,1,1
VA,Prince William County,2011,238,202.5,202.5,269,227.5,227.5,2,1,1,2,1,1
VA,Prince William County,2012,246,210,210,276,235,235,2,1,1,2,1,1
VA,Prince William County,2013,252.33,210,210,284,243.33,243.33,2,1,1,2,1,1
VA,Prince William County,2014,258.67,210,210,292,251.67,251.67,2,1,1,2,1,1
VA,Prince William County,2015,265,210,210,300,260,260,2,1,1,2,1,1
VA,Prince William County,2016,281.67,225,225,313.33,270,270,2,1,1,2,1,1
VA,Prince William County,2017,298.33,240,240,326.67,280,280,2,1,1,2,1,1
VA,Prince William County,2018,315,255,255,340,290,290,2,1,1,2,1,1
VA,Prince William County,2019,331.67,270,270,353.33,300,300,2,1,1,2,1,1
VA,Prince William County,2020,348.33,285,285,366.67,310,310,2,1,1,2,1,1
VA,Prince William County,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,Prince William County,2022,311.52,250.69,266.95,338.33,294.12,297.36,1,1,1,1,1,1
VA,Pulaski County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,Pulaski County,2009,108,98.5,98.5,118.5,109.5,109.5,2,1,1,2,1,1
VA,Pulaski County,2010,112,94,94,125,108,108,2,1,1,2,1,1
VA,Pulaski County,2011,116,89.5,89.5,131.5,106.5,106.5,2,1,1,2,1,1
VA,Pulaski County,2012,120,85,85,138,105,105,2,1,1,2,1,1
VA,Pulaski County,2013,125,90,90,138.67,108.33,108.33,2,1,1,2,1,1
VA,Pulaski County,2014,130,95,95,139.33,111.67,111.67,2,1,1,2,1,1
VA,Pulaski County,2015,135,100,100,140,115,115,2,1,1,2,1,1
VA,Pulaski County,2016,136.67,105,105,143.33,118.33,118.33,2,1,1,2,1,1
VA,Pulaski County,2017,138.33,110,110,146.67,121.67,121.67,2,1,1,2,1,1
VA,Pulaski County,2018,140,115,115,150,125,125,2,1,1,2,1,1
VA,Pulaski County,2019,141.67,120,120,153.33,128.33,128.33,2,1,1,2,1,1
VA,Pulaski County,2020,143.33,125,125,156.67,131.67,131.67,2,1,1,2,1,1
VA,Pulaski County,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,Pulaski County,2022,172.7,141.07,129.59,175.61,149.05,143.95,1,1,1,1,1,1
VA,Rappahannock County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,Rappahannock County,2009,175,145,145,192.5,152.5,152.5,2,1,1,2,1,1
VA,Rappahannock County,2010,180,150,150,205,161,161,2,1,1,2,1,1
VA,Rappahannock County,2011,185,155,155,217.5,169.5,169.5,2,1,1,2,1,1
VA,Rappahannock County,2012,190,160,160,230,178,178,2,1,1,2,1,1
VA,Rappahannock County,2013,195,160,160,235,182,182,2,1,1,2,1,1
VA,Rappahannock County,2014,200,160,160,240,186,186,2,1,1,2,1,1
VA,Rappahannock County,2015,205,160,160,245,190,190,2,1,1,2,1,1
VA,Rappahannock County,2016,205,161.67,161.67,241.67,193.33,193.33,2,1,1,2,1,1
VA,Rappahannock County,2017,205,163.33,163.33,238.33,196.67,196.67,2,1,1,2,1,1
VA,Rappahannock County,2018,205,165,165,235,200,200,2,1,1,2,1,1
VA,Rappahannock County,2019,205,166.67,166.67,231.67,203.33,203.33,2,1,1,2,1,1
VA,Rappahannock County,2020,205,168.33,168.33,228.33,206.67,206.67,2,1,1,2,1,1
VA,Rappahannock County,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,Rappahannock County,2022,243.97,212.7,212.7,277.93,251.48,251.48,1,1,1,1,1,1
VA,Richmond County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,Richmond County,2009,128.5,93,93,158,130,130,2,1,1,2,1,1
VA,Richmond County,2010,133,103,103,162,130,130,2,1,1,2,1,1
VA,Richmond County,2011,137.5,113,113,166,130,130,2,1,1,2,1,1
VA,Richmond County,2012,142,123,123,170,130,130,2,1,1,2,1,1
VA,Richmond County,2013,146.33,123.67,123.67,170,131.67,131.67,2,1,1,2,1,1
VA,Richmond County,2014,150.67,124.33,124.33,170,133.33,133.33,2,1,1,2,1,1
VA,Richmond County,2015,155,125,125,170,135,135,2,1,1,2,1,1
VA,Richmond County,2016,160,126.67,126.67,175,140,140,2,1,1,2,1,1
VA,Richmond County,2017,165,128.33,128.33,180,145,145,2,1,1,2,1,1
VA,Richmond County,2018,170,130,130,185,150,150,2,1,1,2,1,1
VA,Richmond County,2019,175,131.67,131.67,190,155,155,2,1,1,2,1,1
VA,Richmond County,2020,180,133.33,133.33,195,160,160,2,1,1,2,1,1
VA,Richmond County,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,Richmond County,2022,194.51,128.87,128.87,210.29,159.46,159.46,1,1,1,1,1,1
VA,Roanoke County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,Roanoke County,2009,195.5,142.5,142.5,200,156,156,2,1,1,2,1,1
VA,Roanoke County,2010,196,141,141,199,155,155,2,1,1,2,1,1
VA,Roanoke County,2011,196.5,139.5,139.5,198,154,154,2,1,1,2,1,1
VA,Roanoke County,2012,197,138,138,197,153,153,2,1,1,2,1,1
VA,Roanoke County,2013,201.33,140.33,140.33,208,157,157,2,1,1,2,1,1
VA,Roanoke County,2014,205.67,142.67,142.67,219,161,161,2,1,1,2,1,1
VA,Roanoke County,2015,210,145,145,230,165,165,2,1,1,2,1,1
VA,Roanoke County,2016,208.33,146.67,146.67,245,176.67,176.67,2,1,1,2,1,1
VA,Roanoke County,2017,206.67,148.33,148.33,260,188.33,188.33,2,1,1,2,1,1
VA,Roanoke County,2018,205,150,150,275,200,200,2,1,1,2,1,1
VA,Roanoke County,2019,203.33,151.67,151.67,290,211.67,211.67,2,1,1,2,1,1
VA,Roanoke County,2020,201.67,153.33,153.33,305,223.33,223.33,2,1,1,2,1,1
VA,Roanoke County,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,Roanoke County,2022,252.88,184.01,169.03,332.55,246.35,237.91,1,1,1,1,1,1
VA,Rockbridge County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,Rockbridge County,2009,140,117.5,117.5,150,135,135,2,1,1,2,1,1
VA,Rockbridge County,2010,140,120,120,150,135,135,2,1,1,2,1,1
VA,Rockbridge County,2011,140,122.5,122.5,150,135,135,2,1,1,2,1,1
VA,Rockbridge County,2012,140,125,125,150,135,135,1,1,1,1,1,1
VA,Rockbridge County,2013,148.33,130,130,155,136.67,136.67,1,1,1,1,1,1
VA,Rockbridge County,2014,156.67,135,135,160,138.33,138.33,1,1,1,1,1,1
VA,Rockbridge County,2015,165,140,140,165,140,140,1,1,1,1,1,1
VA,Rockbridge County,2016,165,140,140,166.67,143.33,143.33,1,1,1,1,1,1
VA,Rockbridge County,2017,165,140,140,168.33,146.67,146.67,1,1,1,1,1,1
VA,Rockbridge County,2018,165,140,140,170,150,150,1,1,1,1,1,1
VA,Rockbridge County,2019,165,140,140,171.67,153.33,153.33,1,1,1,1,1,1
VA,Rockbridge County,2020,165,140,140,173.33,156.67,156.67,1,1,1,1,1,1
VA,Rockbridge County,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,Rockbridge County,2022,188.79,138.79,138.79,193.24,159.46,159.46,1,1,1,1,1,1
VA,Rockingham County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,Rockingham County,2009,158,131,131,167.5,142.5,142.5,2,1,1,2,1,1
VA,Rockingham County,2010,157,130,130,165,140,140,2,1,1,2,1,1
VA,Rockingham County,2011,156,129,129,162.5,137.5,137.5,2,1,1,2,1,1
VA,Rockingham County,2012,155,128,128,160,135,135,2,1,1,2,1,1
VA,Rockingham County,2013,156.67,128.67,128.67,161.67,138.33,138.33,2,1,1,2,1,1
VA,Rockingham County,2014,158.33,129.33,129.33,163.33,141.67,141.67,2,1,1,2,1,1
VA,Rockingham County,2015,160,130,130,165,145,145,2,1,1,1,1,1
VA,Rockingham County,2016,163.33,133.33,133.33,168.33,145,145,2,1,1,2,1,1
VA,Rockingham County,2017,166.67,136.67,136.67,171.67,145,145,2,1,1,2,1,1
VA,Rockingham County,2018,170,140,140,175,145,145,1,1,1,2,1,1
VA,Rockingham County,2019,173.33,143.33,143.33,178.33,148.45,148.45,2,1,1,2,1,1
VA,Rockingham County,2020,176.67,146.67,146.67,181.67,151.9,151.9,2,1,1,2,1,1
VA,Rockingham County,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,Rockingham County,2022,194.51,138.79,138.79,198.92,154.15,154.15,1,1,1,1,1,1
VA,Russell County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,Russell County,2009,104,88.5,88.5,114.5,100,100,2,1,1,2,1,1
VA,Russell County,2010,103,90,90,113,100,100,2,1,1,2,1,1
VA,Russell County,2011,102,91.5,91.5,111.5,100,100,2,1,1,2,1,1
VA,Russell County,2012,101,93,93,110,100,100,2,1,1,1,1,1
VA,Russell County,2013,104,95.33,95.33,113.33,103.33,103.33,2,1,1,1,1,1
VA,Russell County,2014,107,97.67,97.67,116.67,106.67,106.67,2,1,1,1,1,1
VA,Russell County,2015,110,100,100,120,110,110,1,1,1,1,1,1
VA,Russell County,2016,111.67,100,100,121.67,110,110,2,1,1,2,1,1
VA,Russell County,2017,113.33,100,100,123.33,110,110,2,1,1,2,1,1
VA,Russell County,2018,115,100,100,125,110,110,2,1,1,2,1,1
VA,Russell County,2019,116.67,100,100,126.67,110,110,2,1,1,2,1,1
VA,Russell County,2020,118.33,100,100,128.33,110,110,2,1,1,2,1,1
VA,Russell County,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,Russell County,2022,118.59,100,100,130.75,115.87,115.87,1,1,1,1,1,1
VA,Scott County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,Scott County,2009,104,88.5,88.5,114.5,100,100,2,1,1,2,1,1
VA,Scott County,2010,103,90,90,113,100,100,2,1,1,2,1,1
VA,Scott County,2011,102,91.5,91.5,111.5,100,100,2,1,1,2,1,1
VA,Scott County,2012,101,93,93,110,100,100,2,1,1,1,1,1
VA,Scott County,2013,104,95.33,95.33,113.33,103.33,103.33,2,1,1,1,1,1
VA,Scott County,2014,107,97.67,97.67,116.67,106.67,106.67,2,1,1,1,1,1
VA,Scott County,2015,110,100,100,120,110,110,1,1,1,1,1,1
VA,Scott County,2016,111.67,100,100,121.67,110,110,2,1,1,2,1,1
VA,Scott County,2017,113.33,100,100,123.33,110,110,2,1,1,2,1,1
VA,Scott County,2018,115,100,100,125,110,110,2,1,1,2,1,1
VA,Scott County,2019,116.67,100,100,126.67,110,110,2,1,1,2,1,1
VA,Scott County,2020,118.33,100,100,128.33,110,110,2,1,1,2,1,1
VA,Scott County,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,Scott County,2022,118.59,100,100,130.75,115.87,115.87,1,1,1,1,1,1
VA,Shenandoah County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,Shenandoah County,2009,135,97.5,97.5,140,107.5,107.5,2,1,1,2,1,1
VA,Shenandoah County,2010,135,105,105,140,115,115,2,1,1,2,1,1
VA,Shenandoah County,2011,135,112.5,112.5,140,122.5,122.5,2,1,1,2,1,1
VA,Shenandoah County,2012,135,120,120,140,130,130,1,1,1,1,1,1
VA,Shenandoah County,2013,135,120,120,140,126.67,126.67,1,1,1,1,1,1
VA,Shenandoah County,2014,135,120,120,140,123.33,123.33,1,1,1,1,1,1
VA,Shenandoah County,2015,135,120,120,140,120,120,1,1,1,1,1,1
VA,Shenandoah County,2016,136.67,120,120,146.67,130,130,1,1,1,2,1,1
VA,Shenandoah County,2017,138.33,120,120,153.33,140,140,1,1,1,2,1,1
VA,Shenandoah County,2018,140,120,120,160,150,150,1,1,1,2,1,1
VA,Shenandoah County,2019,141.67,120,120,166.67,160,160,1,1,1,2,1,1
VA,Shenandoah County,2020,143.33,120,120,173.33,170,170,1,1,1,2,1,1
VA,Shenandoah County,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,Shenandoah County,2022,154.42,131.62,120.91,167.49,159.93,154.45,1,1,1,1,1,1
VA,Smyth County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,Smyth County,2009,104,88.5,88.5,114.5,100,100,2,1,1,2,1,1
VA,Smyth County,2010,103,90,90,113,100,100,2,1,1,2,1,1
VA,Smyth County,2011,102,91.5,91.5,111.5,100,100,2,1,1,2,1,1
VA,Smyth County,2012,101,93,93,110,100,100,2,1,1,1,1,1
VA,Smyth County,2013,104,95.33,95.33,113.33,103.33,103.33,2,1,1,1,1,1
VA,Smyth County,2014,107,97.67,97.67,116.67,106.67,106.67,2,1,1,1,1,1
VA,Smyth County,2015,110,100,100,120,110,110,1,1,1,1,1,1
VA,Smyth County,2016,111.67,100,100,121.67,110,110,2,1,1,2,1,1
VA,Smyth County,2017,113.33,100,100,123.33,110,110,2,1,1,2,1,1
VA,Smyth County,2018,115,100,100,125,110,110,2,1,1,2,1,1
VA,Smyth County,2019,116.67,100,100,126.67,110,110,2,1,1,2,1,1
VA,Smyth County,2020,118.33,100,100,128.33,110,110,2,1,1,2,1,1
VA,Smyth County,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,Smyth County,2022,130.45,112.81,103.63,134.58,120.62,116.5,1,1,1,1,1,1
VA,Southampton County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,Southampton County,2009,149,105,105,157.5,138.5,138.5,2,1,1,2,1,1
VA,Southampton County,2010,148,110,110,157,137,137,2,1,1,2,1,1
VA,Southampton County,2011,147,115,115,156.5,135.5,135.5,2,1,1,2,1,1
VA,Southampton County,2012,146,120,120,156,134,134,2,1,1,2,1,1
VA,Southampton County,2013,149,123.33,123.33,157.33,136,136,2,1,1,2,1,1
VA,Southampton County,2014,152,126.67,126.67,158.67,138,138,2,1,1,2,1,1
VA,Southampton County,2015,155,130,130,160,140,140,2,1,1,2,1,1
VA,Southampton County,2016,158.33,135,135,166.67,146.67,146.67,2,1,1,2,1,1
VA,Southampton County,2017,161.67,140,140,173.33,153.33,153.33,2,1,1,2,1,1
VA,Southampton County,2018,165,145,145,180,160,160,2,1,1,1,1,1
VA,Southampton County,2019,168.33,150,150,186.67,166.67,166.67,2,1,1,2,1,1
VA,Southampton County,2020,171.67,155,155,193.33,173.33,173.33,2,1,1,2,1,1
VA,Southampton County,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,Southampton County,2022,184.05,160.85,147.76,190.55,172.52,166.62,1,1,1,1,1,1
VA,Spotsylvania County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,Spotsylvania County,2009,177.5,157.5,157.5,202.5,168.5,168.5,2,1,1,2,1,1
VA,Spotsylvania County,2010,180,156,156,200,169,169,2,1,1,2,1,1
VA,Spotsylvania County,2011,182.5,154.5,154.5,197.5,169.5,169.5,2,1,1,2,1,1
VA,Spotsylvania County,2012,185,153,153,195,170,170,2,1,1,2,1,1
VA,Spotsylvania County,2013,188.33,155.33,155.33,198.33,173.33,173.33,2,1,1,2,1,1
VA,Spotsylvania County,2014,191.67,157.67,157.67,201.67,176.67,176.67,2,1,1,2,1,1
VA,Spotsylvania County,2015,195,160,160,205,180,180,2,1,1,2,1,1
VA,Spotsylvania County,2016,201.67,168.33,168.33,215,185,185,2,1,1,2,1,1
VA,Spotsylvania County,2017,208.33,176.67,176.67,225,190,190,2,1,1,2,1,1
VA,Spotsylvania County,2018,215,185,185,235,195,195,2,1,1,2,1,1
VA,Spotsylvania County,2019,221.67,193.33,193.33,245,200,200,2,1,1,2,1,1
VA,Spotsylvania County,2020,228.33,201.67,201.67,255,212.57,212.57,2,1,1,2,1,1
VA,Spotsylvania County,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,Spotsylvania County,2022,212.63,181.87,193.67,233.85,197.77,199.95,1,1,1,1,1,1
VA,Stafford County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,Stafford County,2009,188.5,155,155,206.5,168,168,2,1,1,2,1,1
VA,Stafford County,2010,190,160,160,215,177,177,2,1,1,2,1,1
VA,Stafford County,2011,191.5,165,165,223.5,186,186,2,1,1,2,1,1
VA,Stafford County,2012,193,170,170,232,195,195,2,1,1,1,1,1
VA,Stafford County,2013,205.33,176.67,176.67,238,203.33,203.33,2,1,1,2,1,1
VA,Stafford County,2014,217.67,183.33,183.33,244,211.67,211.67,2,1,1,2,1,1
VA,Stafford County,2015,230,190,190,250,220,220,2,1,1,2,1,1
VA,Stafford County,2016,228.33,195,195,251.67,221.67,221.67,2,1,1,2,1,1
VA,Stafford County,2017,226.67,200,200,253.33,223.33,223.33,2,1,1,2,1,1
VA,Stafford County,2018,225,205,205,255,225,225,1,1,1,2,1,1
VA,Stafford County,2019,223.33,210,210,256.67,226.67,226.67,2,1,1,2,1,1
VA,Stafford County,2020,221.67,215,215,258.33,228.33,228.33,2,1,1,2,1,1
VA,Stafford County,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,Stafford County,2022,222.51,201.53,214.61,253.75,228.2,230.71,1,1,1,1,1,1
VA,Surry County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,Surry County,2009,128.5,98.5,98.5,158,124,124,2,1,1,2,1,1
VA,Surry County,2010,133,103,103,162,126,126,2,1,1,2,1,1
VA,Surry County,2011,137.5,107.5,107.5,166,128,128,2,1,1,2,1,1
VA,Surry County,2012,142,112,112,170,130,130,2,1,1,2,1,1
VA,Surry County,2013,146.33,114.67,114.67,170,131.67,131.67,2,1,1,2,1,1
VA,Surry County,2014,150.67,117.33,117.33,170,133.33,133.33,2,1,1,2,1,1
VA,Surry County,2015,155,120,120,170,135,135,2,1,1,2,1,1
VA,Surry County,2016,160,123.33,123.33,175,140,140,2,1,1,2,1,1
VA,Surry County,2017,165,126.67,126.67,180,145,145,2,1,1,2,1,1
VA,Surry County,2018,170,130,130,185,150,150,2,1,1,2,1,1
VA,Surry County,2019,175,133.33,133.33,190,155,155,2,1,1,2,1,1
VA,Surry County,2020,180,136.67,136.67,195,160,160,2,1,1,2,1,1
VA,Surry County,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,Surry County,2022,209.71,159.48,146.5,216.59,178.87,172.74,1,1,1,1,1,1
VA,Sussex County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,Sussex County,2009,128.5,98.5,98.5,158,124,124,2,1,1,2,1,1
VA,Sussex County,2010,133,103,103,162,126,126,2,1,1,2,1,1
VA,Sussex County,2011,137.5,107.5,107.5,166,128,128,2,1,1,2,1,1
VA,Sussex County,2012,142,112,112,170,130,130,2,1,1,2,1,1
VA,Sussex County,2013,146.33,114.67,114.67,170,131.67,131.67,2,1,1,2,1,1
VA,Sussex County,2014,150.67,117.33,117.33,170,133.33,133.33,2,1,1,2,1,1
VA,Sussex County,2015,155,120,120,170,135,135,2,1,1,2,1,1
VA,Sussex County,2016,160,123.33,123.33,175,140,140,2,1,1,2,1,1
VA,Sussex County,2017,165,126.67,126.67,180,145,145,2,1,1,2,1,1
VA,Sussex County,2018,170,130,130,185,150,150,2,1,1,2,1,1
VA,Sussex County,2019,175,133.33,133.33,190,155,155,2,1,1,2,1,1
VA,Sussex County,2020,180,136.67,136.67,195,160,160,2,1,1,2,1,1
VA,Sussex County,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,Sussex County,2022,194.51,128.87,128.87,210.29,159.46,159.46,1,1,1,1,1,1
VA,Tazewell County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,Tazewell County,2009,104,71,71,114.5,75.73,75.73,2,1,1,2,1,1
VA,Tazewell County,2010,103,75,75,113,80,80,2,1,1,2,1,1
VA,Tazewell County,2011,102,79,79,111.5,90,90,2,1,1,2,1,1
VA,Tazewell County,2012,101,83,83,110,100,100,2,1,1,2,1,1
VA,Tazewell County,2013,100.67,83.67,83.67,108.33,98.33,98.33,2,1,1,2,1,1
VA,Tazewell County,2014,100.33,84.33,84.33,106.67,96.67,96.67,2,1,1,2,1,1
VA,Tazewell County,2015,100,85,85,105,95,95,2,1,1,2,1,1
VA,Tazewell County,2016,105,86.67,86.67,116.67,96.67,96.67,2,1,1,2,1,1
VA,Tazewell County,2017,110,88.33,88.33,128.33,98.33,98.33,2,1,1,2,1,1
VA,Tazewell County,2018,115,90,90,140,100,100,2,1,1,2,1,1
VA,Tazewell County,2019,120,91.67,91.67,151.67,101.67,101.67,2,1,1,2,1,1
VA,Tazewell County,2020,125,93.33,93.33,163.33,103.33,103.33,2,1,1,2,1,1
VA,Tazewell County,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,Tazewell County,2022,118.59,90,90,146.44,105.34,105.34,1,1,1,1,1,1
VA,Warren County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA,Warren County,2009,132.5,132.5,132.5,140,132.5,132.5,2,1,1,2,1,1
VA,Warren County,2010,135,130,130,140,130,130,2,1,1,2,1,1
VA,Warren County,2011,137.5,127.5,127.5,140,132.5,132.5,2,1,1,2,1,1
VA,Warren County,2012,140,125,125,140,135,135,1,1,1,2,1,1
VA,Warren County,2013,140,125,125,140,133.33,133.33,1,1,1,2,1,1
VA,Warren County,2014,140,125,125,140,131.67,131.67,1,1,1,2,1,1
VA,Warren County,2015,140,125,125,140,130,130,1,1,1,1,1,1
VA,Warren County,2016,143.33,126.67,126.67,143.33,133.33,133.33,1,1,1,1,1,1
VA,Warren County,2017,146.67,128.33,128.33,146.67,136.67,136.67,1,1,1,1,1,1
VA,Warren County,2018,150,130,130,150,140,140,1,1,1,1,1,1
