SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,GRADE,RACE_ETHNICITY,SEX,STUDENT_COUNT,TOTAL_INDICATOR,DMS_FLAG
2018-2019,51,VIRGINIA,VA,A.W.E. BASSETTE ELEM,01,,VA-112,5101800,VA-112-1120500,510180000725,5100725,Pre-Kindergarten,No Category Codes,No Category Codes,13,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,ABERDEEN ELEM,01,,VA-112,5101800,VA-112-1120160,510180000726,5100726,Pre-Kindergarten,No Category Codes,No Category Codes,38,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,ALFRED S. FORREST ELEM,01,,VA-112,5101800,VA-112-1120260,510180000727,5100727,Pre-Kindergarten,No Category Codes,No Category Codes,6,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,BARRON ELEM,01,,VA-112,5101800,VA-112-1120330,510180000729,5100729,Pre-Kindergarten,No Category Codes,No Category Codes,15,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,BOOKER ELEM,01,,VA-112,5101800,VA-112-1120470,510180000732,5100732,Pre-Kindergarten,No Category Codes,No Category Codes,7,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,CAPTAIN JOHN SMITH ELEM,01,,VA-112,5101800,VA-112-1120460,510180000735,5100735,Pre-Kindergarten,No Category Codes,No Category Codes,38,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,FRANCIS ASBURY ELEM,01,,VA-112,5101800,VA-112-1120030,510180000739,5100739,Pre-Kindergarten,No Category Codes,No Category Codes,3,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,JANE H. BRYAN ELEM,01,,VA-112,5101800,VA-112-1120250,510180000743,5100743,Pre-Kindergarten,No Category Codes,No Category Codes,4,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,JOHN B. CARY ELEM,01,,VA-112,5101800,VA-112-1120270,510180000745,5100745,Pre-Kindergarten,No Category Codes,No Category Codes,2,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,JOHN TYLER ELEM,01,,VA-112,5101800,VA-112-1120440,510180000746,5100746,Pre-Kindergarten,No Category Codes,No Category Codes,1,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,LUTHER W. MACHEN ELEM,01,,VA-112,5101800,VA-112-1120490,510180000748,5100748,Pre-Kindergarten,No Category Codes,No Category Codes,3,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,PAUL BURBANK ELEM,01,,VA-112,5101800,VA-112-1120410,510180000750,5100750,Pre-Kindergarten,No Category Codes,No Category Codes,38,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,PHILLIPS ELEM,01,,VA-112,5101800,VA-112-1120370,510180000754,5100754,Pre-Kindergarten,No Category Codes,No Category Codes,4,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,MOTON EARLY CHILDHOOD CENTER,01,,VA-112,5101800,VA-112-1120210,510180000757,5100757,Pre-Kindergarten,No Category Codes,No Category Codes,228,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,SAMUEL P. LANGLEY ELEM,01,,VA-112,5101800,VA-112-1120180,510180000758,5100758,Pre-Kindergarten,No Category Codes,No Category Codes,38,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,TUCKER-CAPPS ELEM,01,,VA-112,5101800,VA-112-1120360,510180000761,5100761,Pre-Kindergarten,No Category Codes,No Category Codes,12,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,WILLIAM MASON COOPER ELEM,01,,VA-112,5101800,VA-112-1120080,510180000763,5100763,Pre-Kindergarten,No Category Codes,No Category Codes,11,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,HUNTER B ANDREWS,01,,VA-112,5101800,VA-112-1120640,510180002811,5102811,Pre-Kindergarten,No Category Codes,No Category Codes,96,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,GEORGE P PHENIX ELEM,01,,VA-112,5101800,VA-112-1120650,510180002816,5102816,Pre-Kindergarten,No Category Codes,No Category Codes,102,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,BATTLEFIELD PARK ELEM,01,,VA-042,5101830,VA-042-0420360,510183000764,5100764,Pre-Kindergarten,No Category Codes,No Category Codes,17,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,BEAVERDAM ELEM,01,,VA-042,5101830,VA-042-0420020,510183000765,5100765,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,ELMONT ELEM,01,,VA-042,5101830,VA-042-0420430,510183000769,5100769,Pre-Kindergarten,No Category Codes,No Category Codes,30,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,HENRY CLAY ELEM,01,,VA-042,5101830,VA-042-0420150,510183000770,5100770,Pre-Kindergarten,No Category Codes,No Category Codes,53,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,MECHANICSVILLE ELEM,01,,VA-042,5101830,VA-042-0420420,510183000774,5100774,Pre-Kindergarten,No Category Codes,No Category Codes,51,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,PEARSON'S CORNER ELEM,01,,VA-042,5101830,VA-042-0420410,510183000777,5100777,Pre-Kindergarten,No Category Codes,No Category Codes,4,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,RURAL POINT ELEM,01,,VA-042,5101830,VA-042-0420030,510183000779,5100779,Pre-Kindergarten,No Category Codes,No Category Codes,11,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,WASHINGTON-HENRY ELEM,01,,VA-042,5101830,VA-042-0420290,510183000781,5100781,Pre-Kindergarten,No Category Codes,No Category Codes,2,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,COOL SPRING ELEM,01,,VA-042,5101830,VA-042-0420551,510183001617,5101617,Pre-Kindergarten,No Category Codes,No Category Codes,7,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,COLD HARBOR ELEM,01,,VA-042,5101830,VA-042-0420070,510183001995,5101995,Pre-Kindergarten,No Category Codes,No Category Codes,27,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,SOUTH ANNA ELEM,01,,VA-042,5101830,VA-042-0420040,510183001996,5101996,Pre-Kindergarten,No Category Codes,No Category Codes,19,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,KERSEY CREEK ELEM,01,,VA-042,5101830,VA-042-0420200,510183002506,5102506,Pre-Kindergarten,No Category Codes,No Category Codes,3,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,POLE GREEN ELEM,01,,VA-042,5101830,VA-042-0420552,510183002535,5102535,Pre-Kindergarten,No Category Codes,No Category Codes,22,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,LAUREL MEADOW ELEM,01,,VA-042,5101830,VA-042-0420210,510183002772,5102772,Pre-Kindergarten,No Category Codes,No Category Codes,18,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,STONE SPRING ELEM,01,,VA-113,5101860,VA-113-1130191,510186000602,5100602,Pre-Kindergarten,No Category Codes,No Category Codes,63,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,KEISTER ELEM,01,,VA-113,5101860,VA-113-1130050,510186000783,5100783,Pre-Kindergarten,No Category Codes,No Category Codes,58,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,SMITHLAND ELEM,01,,VA-113,5101860,VA-113-1130110,510186002761,5102761,Pre-Kindergarten,No Category Codes,No Category Codes,198,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,SHADY GROVE ELEM,01,,VA-043,5101890,VA-043-0430710,510189000133,5100133,Pre-Kindergarten,No Category Codes,No Category Codes,8,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,BAKER ELEM,01,,VA-043,5101890,VA-043-0430470,510189000788,5100788,Pre-Kindergarten,No Category Codes,No Category Codes,40,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,JOHNSON ELEM,01,,VA-043,5101890,VA-043-0430530,510189000789,5100789,Pre-Kindergarten,No Category Codes,No Category Codes,36,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,CHAMBERLAYNE ELEM,01,,VA-043,5101890,VA-043-0430590,510189000792,5100792,Pre-Kindergarten,No Category Codes,No Category Codes,33,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,CRESTVIEW ELEM,01,,VA-043,5101890,VA-043-0430400,510189000793,5100793,Pre-Kindergarten,No Category Codes,No Category Codes,46,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,DONAHOE ELEM,01,,VA-043,5101890,VA-043-0430120,510189000794,5100794,Pre-Kindergarten,No Category Codes,No Category Codes,57,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,DUMBARTON ELEM,01,,VA-043,5101890,VA-043-0430700,510189000796,5100796,Pre-Kindergarten,No Category Codes,No Category Codes,35,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,HOLLADAY ELEM,01,,VA-043,5101890,VA-043-0430680,510189000797,5100797,Pre-Kindergarten,No Category Codes,No Category Codes,32,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,FAIR OAKS ELEM,01,,VA-043,5101890,VA-043-0430200,510189000798,5100798,Pre-Kindergarten,No Category Codes,No Category Codes,14,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,GLEN ALLEN ELEM,01,,VA-043,5101890,VA-043-0430020,510189000801,5100801,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,GLEN LEA ELEM,01,,VA-043,5101890,VA-043-0430380,510189000802,5100802,Pre-Kindergarten,No Category Codes,No Category Codes,46,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,HIGHLAND SPRINGS ELEM,01,,VA-043,5101890,VA-043-0430640,510189000808,5100808,Pre-Kindergarten,No Category Codes,No Category Codes,43,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,DAVIS ELEM,01,,VA-043,5101890,VA-043-0430620,510189000812,5100812,Pre-Kindergarten,No Category Codes,No Category Codes,5,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,ADAMS ELEM,01,,VA-043,5101890,VA-043-0430660,510189000813,5100813,Pre-Kindergarten,No Category Codes,No Category Codes,37,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,LABURNUM ELEM,01,,VA-043,5101890,VA-043-0430430,510189000814,5100814,Pre-Kindergarten,No Category Codes,No Category Codes,53,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,LAKESIDE ELEM,01,,VA-043,5101890,VA-043-0430370,510189000815,5100815,Pre-Kindergarten,No Category Codes,No Category Codes,18,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,LONGDALE ELEM,01,,VA-043,5101890,VA-043-0430050,510189000816,5100816,Pre-Kindergarten,No Category Codes,No Category Codes,44,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,MAYBEURY ELEM,01,,VA-043,5101890,VA-043-0430540,510189000817,5100817,Pre-Kindergarten,No Category Codes,No Category Codes,16,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,MONTROSE ELEM,01,,VA-043,5101890,VA-043-0430210,510189000818,5100818,Pre-Kindergarten,No Category Codes,No Category Codes,27,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,PEMBERTON ELEM,01,,VA-043,5101890,VA-043-0430440,510189000819,5100819,Pre-Kindergarten,No Category Codes,No Category Codes,9,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,PINCHBECK ELEM,01,,VA-043,5101890,VA-043-0430570,510189000820,5100820,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,LONGAN ELEM,01,,VA-043,5101890,VA-043-0430630,510189000821,5100821,Pre-Kindergarten,No Category Codes,No Category Codes,45,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,RATCLIFFE ELEM,01,,VA-043,5101890,VA-043-0430420,510189000822,5100822,Pre-Kindergarten,No Category Codes,No Category Codes,24,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,RIDGE ELEM,01,,VA-043,5101890,VA-043-0430090,510189000823,5100823,Pre-Kindergarten,No Category Codes,No Category Codes,2,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,CARVER ELEM,01,,VA-043,5101890,VA-043-0430650,510189000824,5100824,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,SANDSTON ELEM,01,,VA-043,5101890,VA-043-0430220,510189000825,5100825,Pre-Kindergarten,No Category Codes,No Category Codes,40,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,SEVEN PINES ELEM,01,,VA-043,5101890,VA-043-0430550,510189000826,5100826,Pre-Kindergarten,No Category Codes,No Category Codes,8,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,SHORT PUMP ELEM,01,,VA-043,5101890,VA-043-0430060,510189000827,5100827,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,SKIPWITH ELEM,01,,VA-043,5101890,VA-043-0430480,510189000828,5100828,Pre-Kindergarten,No Category Codes,No Category Codes,15,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,THREE CHOPT ELEM,01,,VA-043,5101890,VA-043-0430010,510189000829,5100829,Pre-Kindergarten,No Category Codes,No Category Codes,41,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,TREVVETT ELEM,01,,VA-043,5101890,VA-043-0430490,510189000830,5100830,Pre-Kindergarten,No Category Codes,No Category Codes,10,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,TUCKAHOE ELEM,01,,VA-043,5101890,VA-043-0430360,510189000831,5100831,Pre-Kindergarten,No Category Codes,No Category Codes,1,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,ARTHUR ASHE JR. ELEM,01,,VA-043,5101890,VA-043-0430320,510189000869,5100869,Pre-Kindergarten,No Category Codes,No Category Codes,38,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,WARD ELEM,01,,VA-043,5101890,VA-043-0430330,510189001128,5101128,Pre-Kindergarten,No Category Codes,No Category Codes,38,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,SPRINGFIELD PARK ELEM,01,,VA-043,5101890,VA-043-0430230,510189001384,5101384,Pre-Kindergarten,No Category Codes,No Category Codes,23,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,NUCKOLS FARM ELEM,01,,VA-043,5101890,VA-043-0430270,510189001624,5101624,Pre-Kindergarten,No Category Codes,No Category Codes,1,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,ECHO LAKE ELEM,01,,VA-043,5101890,VA-043-0430300,510189001912,5101912,Pre-Kindergarten,No Category Codes,No Category Codes,50,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,GAYTON ELEM,01,,VA-043,5101890,VA-043-0430150,510189002123,5102123,Pre-Kindergarten,No Category Codes,No Category Codes,17,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,MEHFOUD ELEM,01,,VA-043,5101890,VA-043-0430450,510189002124,5102124,Pre-Kindergarten,No Category Codes,No Category Codes,40,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,RIVERS EDGE ELEM,01,,VA-043,5101890,VA-043-0430240,510189002410,5102410,Pre-Kindergarten,No Category Codes,No Category Codes,2,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,GREENWOOD ELEM,01,,VA-043,5101890,VA-043-0430260,510189002441,5102441,Pre-Kindergarten,No Category Codes,No Category Codes,45,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,TWIN HICKORY ELEM,01,,VA-043,5101890,VA-043-0430310,510189002536,5102536,Pre-Kindergarten,No Category Codes,No Category Codes,9,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,HARVIE ELEM,01,,VA-043,5101890,VA-043-0430094,510189002788,5102788,Pre-Kindergarten,No Category Codes,No Category Codes,54,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,KAECHELE ELEM,01,,VA-043,5101890,VA-043-0430082,510189002953,5102953,Pre-Kindergarten,No Category Codes,No Category Codes,24,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,CAMPBELL COURT ELEM,01,,VA-044,5101920,VA-044-0440590,510192000838,5100838,Pre-Kindergarten,No Category Codes,No Category Codes,35,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,MEADOW VIEW ELEMENTARY,01,,VA-044,5101920,VA-044-0440661,510192000848,5100848,Pre-Kindergarten,No Category Codes,No Category Codes,60,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,RICH ACRES ELEM,01,,VA-044,5101920,VA-044-0440740,510192000853,5100853,Pre-Kindergarten,No Category Codes,No Category Codes,25,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,DREWRY MASON ELEM,01,,VA-044,5101920,VA-044-0440530,510192000855,5100855,Pre-Kindergarten,No Category Codes,No Category Codes,30,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,SANVILLE ELEM,01,,VA-044,5101920,VA-044-0440220,510192000857,5100857,Pre-Kindergarten,No Category Codes,No Category Codes,23,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,G.W. CARVER ELEM,01,,VA-044,5101920,VA-044-0440480,510192000859,5100859,Pre-Kindergarten,No Category Codes,No Category Codes,42,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,STANLEYTOWN ELEM,01,,VA-044,5101920,VA-044-0440760,510192000860,5100860,Pre-Kindergarten,No Category Codes,No Category Codes,43,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,MOUNT OLIVET ELEM,01,,VA-044,5101920,VA-044-0440872,510192002443,5102443,Pre-Kindergarten,No Category Codes,No Category Codes,24,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,AXTON ELEM,01,,VA-044,5101920,VA-044-0440361,510192002839,5102839,Pre-Kindergarten,No Category Codes,No Category Codes,36,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,HIGHLAND ELEM,01,,VA-045,5101950,VA-045-0450110,510195000861,5100861,Pre-Kindergarten,No Category Codes,No Category Codes,17,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,WOODLAWN PRE-SCHOOL LRNG CTR.,01,,VA-114,5101980,VA-114-1140151,510198002279,5102279,Pre-Kindergarten,No Category Codes,No Category Codes,310,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,CARROLLTON ELEM,01,,VA-046,5102010,VA-046-0460421,510201000547,5100547,Pre-Kindergarten,No Category Codes,No Category Codes,29,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,CARRSVILLE ELEM,01,,VA-046,5102010,VA-046-0460280,510201000872,5100872,Pre-Kindergarten,No Category Codes,No Category Codes,16,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,HARDY ELEM,01,,VA-046,5102010,VA-046-0460320,510201000873,5100873,Pre-Kindergarten,No Category Codes,No Category Codes,34,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,WINDSOR ELEM,01,,VA-046,5102010,VA-046-0460240,510201000876,5100876,Pre-Kindergarten,No Category Codes,No Category Codes,32,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,KING & QUEEN ELEM,01,,VA-049,5102070,VA-049-0490200,510207000879,5100879,Pre-Kindergarten,No Category Codes,No Category Codes,23,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,LAWSON-MARRIOTT ELEM,01,,VA-049,5102070,VA-049-0490290,510207000880,5100880,Pre-Kindergarten,No Category Codes,No Category Codes,24,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,KING GEORGE ELEM,01,,VA-048,5102100,VA-048-0480100,510210000881,5100881,Pre-Kindergarten,No Category Codes,No Category Codes,108,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,COOL SPRING PRIMARY,01,,VA-050,5102120,VA-050-0500190,510212002339,5102339,Pre-Kindergarten,No Category Codes,No Category Codes,18,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,LANCASTER PRIMARY,01,,VA-051,5102160,VA-051-0510210,510216000889,5100889,Pre-Kindergarten,No Category Codes,No Category Codes,81,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,DRYDEN ELEM,01,,VA-052,5102190,VA-052-0520160,510219000890,5100890,Pre-Kindergarten,No Category Codes,No Category Codes,44,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,ELK KNOB ELEM,01,,VA-052,5102190,VA-052-0520330,510219000891,5100891,Pre-Kindergarten,No Category Codes,No Category Codes,46,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,FLATWOODS ELEM,01,,VA-052,5102190,VA-052-0520630,510219000894,5100894,Pre-Kindergarten,No Category Codes,No Category Codes,75,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,ROSE HILL ELEM,01,,VA-052,5102190,VA-052-0520670,510219000901,5100901,Pre-Kindergarten,No Category Codes,No Category Codes,40,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,ST. CHARLES ELEM,01,,VA-052,5102190,VA-052-0520200,510219000902,5100902,Pre-Kindergarten,No Category Codes,No Category Codes,20,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,ASHBURN ELEM,01,,VA-053,5102250,VA-053-0530170,510225000134,5100134,Pre-Kindergarten,No Category Codes,No Category Codes,12,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,ALDIE ELEM,01,,VA-053,5102250,VA-053-0530510,510225000908,5100908,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,BANNEKER ELEM,01,,VA-053,5102250,VA-053-0530650,510225000911,5100911,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,CATOCTIN ELEM,01,,VA-053,5102250,VA-053-0530710,510225000914,5100914,Pre-Kindergarten,No Category Codes,No Category Codes,12,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,EMERICK ELEM,01,,VA-053,5102250,VA-053-0530730,510225000917,5100917,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,GUILFORD ELEM,01,,VA-053,5102250,VA-053-0530720,510225000918,5100918,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,HAMILTON ELEM,01,,VA-053,5102250,VA-053-0530230,510225000919,5100919,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,LINCOLN ELEM,01,,VA-053,5102250,VA-053-0530290,510225000922,5100922,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,LOVETTSVILLE ELEM,01,,VA-053,5102250,VA-053-0530780,510225000925,5100925,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,LUCKETTS ELEM,01,,VA-053,5102250,VA-053-0530130,510225000926,5100926,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,ROLLING RIDGE ELEM,01,,VA-053,5102250,VA-053-0530040,510225000929,5100929,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,ROUND HILL ELEM,01,,VA-053,5102250,VA-053-0530180,510225000930,5100930,Pre-Kindergarten,No Category Codes,No Category Codes,18,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,STERLING ELEM,01,,VA-053,5102250,VA-053-0530690,510225000932,5100932,Pre-Kindergarten,No Category Codes,No Category Codes,16,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,SUGARLAND ELEM,01,,VA-053,5102250,VA-053-0530010,510225000934,5100934,Pre-Kindergarten,No Category Codes,No Category Codes,33,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,SULLY ELEM,01,,VA-053,5102250,VA-053-0530750,510225000935,5100935,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,WATERFORD ELEM,01,,VA-053,5102250,VA-053-0530700,510225000936,5100936,Pre-Kindergarten,No Category Codes,No Category Codes,1,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,BALL'S BLUFF ELEM,01,,VA-053,5102250,VA-053-0530220,510225001143,5101143,Pre-Kindergarten,No Category Codes,No Category Codes,18,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,SANDERS CORNER ELEM,01,,VA-053,5102250,VA-053-0530240,510225001148,5101148,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,POTOWMACK ELEM,01,,VA-053,5102250,VA-053-0530250,510225001158,5101158,Pre-Kindergarten,No Category Codes,No Category Codes,13,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,DOMINION TRAIL ELEM,01,,VA-053,5102250,VA-053-0530470,510225001632,5101632,Pre-Kindergarten,No Category Codes,No Category Codes,20,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,LOWES ISLAND ELEM,01,,VA-053,5102250,VA-053-0530500,510225001633,5101633,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,EVERGREEN MILL ELEM,01,,VA-053,5102250,VA-053-0530190,510225001845,5101845,Pre-Kindergarten,No Category Codes,No Category Codes,16,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,LEESBURG ELEM,01,,VA-053,5102250,VA-053-0530080,510225001852,5101852,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,MEADOWLAND ELEM,01,,VA-053,5102250,VA-053-0530070,510225001853,5101853,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
