County,Name,Licensee_Owner,Director,Location_Street1,Location_Street_2,Location_City,Location_State,Location_Zip,Location_Zip_Updated,Latitude,Longitude,Capacity,Age_Range_of_Service,ObjectId
JEFFERSON,JTown Academy,"Jtown Academy, Inc.","Bowen, Cynthia Marie ",10411 Watterson Trail,,Louisville,KY,40299,40299,38.193714,-85.566805,99,INFANT TO SCHOOL_AGE,1513
JEFFERSON,Unique Beginnings Child Enrichment Center,Unique Beginnings L.L.C.,"Raymer, Alicia Marie",1520 Gagel Avenue,,Louisville,KY,40216,40216,38.17313,-85.81333,49,INFANT TO SCHOOL_AGE,1514
JEFFERSON,Norton Commons Elementary Childcare Enrichment Program,The Young Mens Christian Association Of Greater Louisville,"Graybeal, Mary D.",10941 Kings Crown Dr.,,Prospect,KY,40059,40059,38.325507,-85.561788,113,TWO_TO_SCHOOL TO SCHOOL_AGE,1515
MADISON,Bright Beginnings Day Care,"BRIGHT BEGINNINGS DAY CARE & LEARNING CENTER, LLC","Hackworth, Audrey Ann",214 Jefferson St.,,Berea,KY,40403,40403,37.573025,-84.29674,35,INFANT TO SCHOOL_AGE,1516
JEFFERSON,Angel House Child Development Center,"Angel House Child Development Center, Llc","Marrillia, Mary Lynn",10407 Taylorsville Road,,Louisville,KY,40299,40299,38.1934,-85.564545,57,INFANT TO SCHOOL_AGE,1517
JEFFERSON,Little Achiever's Academy,LITTLE ACHEIVER'S ACADEMY,"Krank, Freda Pauline",4610 Taylorsville Rd,,Louisville,KY,40220,40220,38.21695,-85.597907,55,INFANT TO SCHOOL_AGE,1518
JEFFERSON,Kidz World Playhouse,Kidzworld Playhouse LLC,"Hughes, Toymeca Sharay",2801 Virginia Avenue,Unit 1,Louisville,KY,40211,40211,38.23812,-85.80038,14,INFANT TO TWO_TO_SCHOOL,1519
JEFFERSON,St. Raphael the Archangel School: Pre-Kindergarten,St. Raphael the Archangel Church,"Durrett, Kelly Christine",2131 Lancashire Avenue,,Louisville,KY,40205,40205,38.215164,-85.67726,20,TWO_TO_SCHOOL,1520
JEFFERSON,Kiddie College 2 Preparatory Academy,"Kiddie College of Louisville, LLC","Shelton, Vermillion",3050 West Broadway,,Louisville,KY,40211,40211,38.249725,-85.80328,49,TWO_TO_SCHOOL TO SCHOOL_AGE,1521
JEFFERSON,Amazing Childcare Learning Center 1,Amazing Childcare Learning Center Corporation,"Rice, Victor Ricardo",517 W. Breckinridge St.,,Louisville,KY,40203,40203,38.242447,-85.761618,108,INFANT TO SCHOOL_AGE,1522
JEFFERSON,Amazing Childcare Learning Center 2,Amazing Childcare Learning Center Corporation,"Rice, Victor Ricardo",831 S. 6th St.,,Louisville,KY,40203,40203,38.243797,-85.762146,56,INFANT TO SCHOOL_AGE,1523
JEFFERSON,Young Kids Academy II,"Young NonProfit Foundation, INC.","Young, Jacque DeShay",6501 Shepherdsville Rd.,,Louisville,KY,40228,40228,38.15607,-85.659775,49,INFANT TO SCHOOL_AGE,1524
JEFFERSON,The Vanguard Academy. The Braxlyn Campus.,"The Vanguard Academy, LLC","Revell, Ann Marie",9400 Dayflower St.,,Prospect,KY,40059,40059,38.322805,-85.568644,140,TWO_TO_SCHOOL TO SCHOOL_AGE,1525
JEFFERSON,New Life Child Care Center & Preschool,"New Life Child Care Center & Preschool, Inc.","Johnson, Rhonda LaFaye",8121 New Lagrange Road,,Louisville,KY,40222,40222,38.262615,-85.60485,37,INFANT TO SCHOOL_AGE,1526
JEFFERSON,When I Grow Up Child Care Center,"When I Grow Up...Child Care Center, LLC","Cook, Nikki Marie-Devonn",947 Central Avenue,,Louisville,KY,40208,40208,38.206043,-85.77491,11,TODDLER TO SCHOOL_AGE,1527
JEFFERSON,Magnolia Montessori School,"Magnolia Montessori, Inc.","Harrell, Whitney Magdalene",1451 South 1st Street,Ste. 1,Louisville,KY,40208,40208,38.226917,-85.75668,27,TODDLER TO TWO_TO_SCHOOL,1528
JEFFERSON,Future Leaders Learning Academy,"Future Leaders Learning Academy, LLC","Griffin, Tina Roasheil",917 S. 28th Street,,Louisville,KY,40211,40211,38.244343,-85.799194,20,INFANT TO SCHOOL_AGE,1529
JEFFERSON,Nina's Academy,"Nina's Academy, LLC","Johnson, Ruby Laquinta",687 South 38th Street,,Louisville,KY,40211,40211,38.250904,-85.81502,22,INFANT TO SCHOOL_AGE,1530
JEFFERSON,Excellence Learning Academy,"Excellence Learning Academy, Inc.","Krank, Desiree' Victoria",4102 Cadillac Court,,Louisville,KY,40213,40213,38.201004,-85.702805,40,INFANT TO SCHOOL_AGE,1531
JEFFERSON,Manslick Learning Academy,Manslick Learning Academy LLC,"Knox, Anquanette Qualisha",4441 Manslick Rd,,Louisville,KY,40216,40216,38.1834,-85.80011,29,INFANT TO SCHOOL_AGE,1532
JEFFERSON,Smart Start Child Care,"Smart Start Child Care, LLC","Boston, Charlotte Ann",4528 Bardstown Road,,Louisville,KY,40218,40218,38.180173,-85.627133,193,INFANT TO SCHOOL_AGE,1533
JESSAMINE,Jessamine County Head Start,"Blue Grass Community Action Partnership, Inc.","Banks, Betty J",1330 Drake Lane,,Wilmore,KY,40390,40390,37.866993,-84.63506,99,TWO_TO_SCHOOL,1534
JESSAMINE,A Child's Place,"A Child's Place, Inc.","Honican, Ashley Nichole",107 Brookside Drive,,Nicholasville,KY,40356,40356,37.88849,-84.588806,99,INFANT TO SCHOOL_AGE,1535
JESSAMINE,"Kid's Connection Learning Center, Inc.","Kid's Connection Learning Center, Inc.","Snowden, Viola Lucille",310 Southview Drive,,Nicholasville,KY,40356,40356,37.867184,-84.58058,191,INFANT TO SCHOOL_AGE,1536
JESSAMINE,Creative Montessori School,"Creative Montessori, Inc.","Field, Jessie ",3220 Lexington Road,,Nicholasville,KY,40356,40356,37.945362,-84.54449,30,TWO_TO_SCHOOL TO SCHOOL_AGE,1537
JESSAMINE,All God's Children Day Care,"All God's Children, Inc.","Tipton, Heather",122 Danville Road,Loop 1,Nicholasville,KY,40356,40356,37.844936,-84.58698,33,INFANT TO SCHOOL_AGE,1538
JESSAMINE,Children's Choice Learning Center,"Childrens Choice Learning Center, Inc.","Miller, Barbara G",717 S. Main St,,Nicholasville,KY,40356,40356,37.87043,-84.577016,64,INFANT TO SCHOOL_AGE,1539
JESSAMINE,Academy of Little Learners,"Academy Of Little Learners,  Llc","Melchiorre, Donna Sue",812 Wilmore Road,Ste.600,Nicholasville,KY,40356,40356,37.882576,-84.58744,145,INFANT TO SCHOOL_AGE,1540
JESSAMINE,Bethel Early Learning Center,"Bethel Harvest Church, Inc.","Aispuro, Kristen E. ",3260 Lexington Road,,Nicholasville,KY,40356,40356,37.948063,-84.543144,196,INFANT TO SCHOOL_AGE,1541
JESSAMINE,First Choice Child Care-Home,Philnita Ann Thomas,"Thomas, Philnita Ann",144 Madonna Drive,,Nicholasville,KY,40356,40356,37.89403,-84.55815,12,INFANT TO SCHOOL_AGE,1542
JESSAMINE,Bellaire Creative Christian Academy,"Bellaire Creative Christian Academy, Llc","Jackson, Debra K",616 Keene Centre Drive,,Nicholasville,KY,40356,40356,37.892351,-84.577079,200,INFANT TO SCHOOL_AGE,1543
JESSAMINE,Nana's Play & Learn Village,Nana's Play And Learn Village Inc.,"Land, Tina Marie",104 Mint Lane,,Nicholasville,KY,40356,40356,37.905754,-84.58667,84,INFANT TO SCHOOL_AGE,1544
JESSAMINE,Jessamine Early Learning Village Child Care Center,Jessamine County Schools,"Thompson, Michelle Dawn",851 Wilmore Road,,Nicholasville,KY,40356,40356,37.882571,-84.589914,150,SCHOOL_AGE,1545
JESSAMINE,Wilmore Elementary Child Care Center,Jessamine County Schools,"Thompson, Michelle Dawn",150 Campground Lane,,Wilmore,KY,40390,40390,37.854168,-84.64547,150,SCHOOL_AGE,1546
JESSAMINE,Red Oak Elementary Child Care Center,Jessamine County Schools,"Thompson, Michelle Dawn",921 Union Mill Rd.,,Nicholasville,KY,40356,40356,37.88534,-84.54696,200,SCHOOL_AGE,1547
JESSAMINE,Heartland Academy,Heartland Academy Incorporated,"Barnes, Tonia E",100 Courchelle Dr.,,Nicholasville,KY,40356,40356,37.884438,-84.59648,110,INFANT TO SCHOOL_AGE,1548
JESSAMINE,Prodigy Preschool,"Webster Child Care, Llc","Mattingly, Leigh Anna",101 Providence Way,,Nicholasville,KY,40356,40356,37.915962,-84.245291,56,TWO_TO_SCHOOL TO SCHOOL_AGE,1549
JESSAMINE,Rosenwald-Dunbar Elementary School,Jessamine County Schools,"Thompson, Michelle Dawn",1500 Wilmore Road,,Nicholasville,KY,40356,40356,37.885826,-84.60839,78,SCHOOL_AGE,1550
JESSAMINE,Brookside Elementary School,Jessamine County Schools,"Thompson, Michelle Dawn",199 Brookside Drive,,Nicholasville,KY,40356,40356,37.88738,-84.58895,100,SCHOOL_AGE,1551
JESSAMINE,Nicholasville Elementary School,Jessamine County Schools,"Thompson, Michelle Dawn",414 West Maple Street,,Nicholasville,KY,40356,40356,37.881084,-84.5784,100,SCHOOL_AGE,1552
JESSAMINE,Warner Elementary School,Jessamine County Schools,"Thompson, Michelle Dawn",821 Wilmore Road,,Nicholasville,KY,40356,40356,37.882614,-84.588524,109,SCHOOL_AGE,1553
JESSAMINE,Childcare Network #257,"Child Development Schools, Inc.","LeVeque, Brittany Ann",1101 Lauderdale Dr,,Nicholasville,KY,40356,40356,37.954062,-84.512314,188,INFANT TO SCHOOL_AGE,1554
JESSAMINE,Academy of Great Beginnings,Academy Of Great Beginnings,"Lay, Gena Lynn",101 Depot Street,,Nicholasville,KY,40356,40356,37.884613,-84.57554,61,INFANT TO SCHOOL_AGE,1555
JESSAMINE,ABC Learning Academy,ABC Learning Academy Limited Liability Company,"Durham, Ashley Brooke",706 N. Main St.,,Nicholasville,KY,40356,40356,37.890717,-84.568569,49,INFANT TO SCHOOL_AGE,1556
JOHNSON,First Paintsville Preschool,"First United Methodist Church Of Paintsville, Kentucky, Inc.","Howard, Gina Ann",505 Main Street,,Paintsville,KY,41240,41240,37.813587,-82.80873,29,TODDLER TO TWO_TO_SCHOOL,1557
JOHNSON,Our Lady of the Mountains Preschool,Catholic Diocese Of Lexington,"Andrews, Lorna M",405 Third Street,,Paintsville,KY,41240,41240,37.815792,-82.80782,64,INFANT TO TWO_TO_SCHOOL,1558
JOHNSON,Porter Child Care & School Aged Child Care,Johnson County Board Of Education,"Skaggs, Rosemary",7210 Us Route 321 South,,Hager Hill,KY,41222,41222,37.782831,-82.796998,149,TODDLER TO SCHOOL_AGE,1559
JOHNSON,Central Elementary Afterschool Program,Johnson County Board Of Education,"Tackett, Bobbie Jean",1715 Euclid Avenue,,Paintsville,KY,41240,41240,37.808857,-82.777192,24,SCHOOL_AGE,1560
JOHNSON,W. R. Castle After School Program,Johnson County Board Of Education,"Slone, Betty Jean",3936 Us 23 North,,Wittensville,KY,41274,41274,37.863673,-82.801136,44,SCHOOL_AGE,1561
JOHNSON,Growing Together Childcare & Training Center,Education Workforce Development Cabinet Office Of Vocational Rehab,"Walker, Elizabeth A",5659 Main Street,,Thelma,KY,41260,41260,37.821087,-82.76577,40,TODDLER TO TWO_TO_SCHOOL,1562
JOHNSON,Highland Elementary After School Program,Johnson County Board Of Education,"Small, Vicki",649 U. S. 23 South,,Staffordsville,KY,41256,41256,37.81903,-82.837698,70,SCHOOL_AGE,1563
JOHNSON,JCCS Angel Care,"Johnson County Christian School, Inc.","Crislip, Joann",150 Christian Way,,Wittensville,KY,41274,41274,37.861306,-82.806681,83,INFANT TO SCHOOL_AGE,1564
JOHNSON,Once Upon A Child Learning Center,Raymond E.  Mollett,"Hackworth, Donna Gail",824 Stafford Avenue,,Paintsville,KY,41240,41240,37.816191,-82.800147,60,INFANT TO SCHOOL_AGE,1565
JOHNSON,Little Light Academy,"Highland Church Of Christ, Inc.","Salyers, Lisa Meek",821 Euclid Avenue,,Paintsville,KY,41240,41240,37.817005,-82.78678,30,TWO_TO_SCHOOL,1566
JOHNSON,Blessed Beginnings Child Care,"BLESSED BEGINNINGS CHILD CARE, INC.","Williams, Donna Kaye",1116 State Street,,Paintsville,KY,41240,41240,37.81301,-82.79371,21,TODDLER TO SCHOOL_AGE,1567
KENTON,Grace Edgett Child Development Center,"Erlanger United Methodist Church, Inc.","Heck, Mary Therese",31 Commonwealth Avenue,,Erlanger,KY,41018,41018,39.017242,-84.601105,90,INFANT TO SCHOOL_AGE,1568
KENTON,Kinder Care Learning Center #512,Kindercare Learning Centers Llc,"Huston, Patricia",4225 Richardson Road,,Independence,KY,41051,41051,38.96691,-84.604935,97,INFANT TO SCHOOL_AGE,1569
KENTON,Northern Kentucky Head Start - Elsmere Center,"Northern Kentucky Community Action Commision, Incorporated","Wolsing, Laurie Dunn",1021 Capitol Avenue,,Elsmere,KY,41018,41018,39.004986,-84.59509,55,TWO_TO_SCHOOL,1570
KENTON,Ft. Mitchell Child Development Center,"Villa Hills Day Care Center, Inc.","Floyd, Linda R",45 Orphanage Road,,Ft. Mitchell,KY,41017,41017,39.03319,-84.555741,99,INFANT TO TWO_TO_SCHOOL,1571
KENTON,Toddler Town,"Toddler Town, Inc.","Cross, Sharlene",1020 Hands Pike,,Covington,KY,41017,41017,38.99043,-84.53225,80,INFANT TO SCHOOL_AGE,1572
KENTON,St. Agnes After School Program,"Children, Inc.","Beane-Wright, Laura Michelle",1322 Sleepy Hollow Road,,Ft. Wright,KY,41011,41011,39.06548,-84.5381,30,SCHOOL_AGE,1573
KENTON,Sixth District After School Program,"Children, Inc.","Beane-Wright, Laura Michelle",19th And Maryland Avenue,,Covington,KY,41011,41011,39.078107,-84.500554,60,SCHOOL_AGE,1574
KENTON,Chapman Child Development Center,Covington Independent Schools,"Terry, Kimberly Ann",2500 Madison Avenue,,Covington,KY,41014,41014,39.060787,-84.50394,83,INFANT TO SCHOOL_AGE,1575
KENTON,Treasure House Child Development Center,"Children, Inc.","Rodriguez, Julie",203 West River Center Blvd.,,Covington,KY,41011,41011,39.089268,-84.51326,188,INFANT TO SCHOOL_AGE,1576
KENTON,Community Christian Day Care Center,"Community Pentecostal Church, Inc.","Brennan, Julie Ann",11875 Taylor Mill Road,,Independence,KY,41051,41051,38.909523,-84.531425,100,TODDLER TO SCHOOL_AGE,1577
KENTON,Gloria Dei Lutheran Preschool,"Gloria Dei Lutheran Church Of Northern Kentucky, Inc.","Bechtol, Debra Lynn",2718 Dixie Highway,,Crestview Hills,KY,41017,41017,39.030365,-84.573625,157,TWO_TO_SCHOOL TO SCHOOL_AGE,1578
KENTON,St. Pius X Elementary After School Program,"Children, Inc.","Beane-Wright, Laura Michelle",348 Dudley Road,,Edgewood,KY,41017,41017,39.008846,-84.567566,85,SCHOOL_AGE,1579
KENTON,Beechwood Elementary After School Program,"Children, Inc.","Beane-Wright, Laura Michelle",54 Beechwood Road,,Ft. Mitchell,KY,41017,41017,39.0482,-84.55592,90,SCHOOL_AGE,1580
KENTON,Wee Bee Tots Child Care,Gary Linn Roberts,"Roberts, Gary Linn",4703 Madison Pike,,Independence,KY,41051-8733,41051,38.979267,-84.54088,12,INFANT TO SCHOOL_AGE,1581
KENTON,Redwood Therapeutic Child Care Center,"Redwood School & Rehabilitation Center, Inc.","Proud, Katrina A",71 Orphanage Road,,Ft. Mitchell,KY,41017,41017,39.032645,-84.555977,126,INFANT TO SCHOOL_AGE,1582
KENTON,Big Loving Child Care,"Big Loving Child Care, Llc","Hedger, Richard Wesley",1036 Prospect Street,,Covington,KY,41011,41011,39.08075,-84.503204,91,INFANT TO SCHOOL_AGE,1583
KENTON,Montessori and Early Learning Academy,"Children, Inc.","Young, Cassie",419 Altamont Road,,Covington,KY,41011,41011,39.08987,-84.534454,110,INFANT TO SCHOOL_AGE,1584
KENTON,Hickory Grove Baptist Daycare,"Hickory Grove Baptist Church, Inc.","Harris, Melissa Renee",11969 Taylor Mill Road,,Independence,KY,41051,41051,38.908623,-84.534325,72,TODDLER TO SCHOOL_AGE,1585
KENTON,SonLight Preschool,"Erlanger Baptist Church, Inc.","Ross, Kimberly Kay",116 Commonwealth Avenue,,Erlanger,KY,41018,41018,39.018055,-84.60198,102,INFANT TO TWO_TO_SCHOOL,1586
KENTON,Villa Madonna Montessori,"St. Walburg Monastery Of Benedictine Sisters Of Covington, Kentucky","Brosky, Stacey R",2402 Amsterdam Road,,Villa Hills,KY,41017,41017,39.064828,-84.590058,60,TWO_TO_SCHOOL TO SCHOOL_AGE,1587
KENTON,Lakeside Presbyterian Church Kindergarten-Preschool,"Lakeside Presbyterian Church Kindergarten-preschool, Inc.","Sheenan, Cindy",2690 Dixie Highway,,Lakeside Park,KY,41017,41017,39.032164,-84.569656,227,TWO_TO_SCHOOL TO SCHOOL_AGE,1588
KENTON,Crescent Springs Early Learning Center,"Crescent Springs Daycare, Llc","Aureden, Catherine Sue",716 Jefferson Avenue,,Crescent Springs,KY,41017,41017,39.051468,-84.58332,99,INFANT TO SCHOOL_AGE,1589
KENTON,"Northern Kentucky Montessori Academy, Inc.","Northern Kentucky Montessori Academy, Inc.","Preziosi, Julia A",2625 Crescent Springs Road,,Crescent Springs,KY,41017,41017,39.046284,-84.5844,182,TWO_TO_SCHOOL TO SCHOOL_AGE,1590
KENTON,Kenton Child Development Center,"Children, Inc.","Bricking, Renee",11096 Madison Pike,,Independence,KY,41051,41051,38.92506,-84.543884,30,INFANT TO TWO_TO_SCHOOL,1591
KENTON,Building Block Early Learning Center,"Building Block Early Learning Center, Inc.","Witt, Terri",706 Lytle Avenue,,Elsmere,KY,41018,41018,39.003983,-84.604355,60,INFANT TO SCHOOL_AGE,1592
KENTON,Bright Future Child Enrichment Center,"C-9, Inc.","Bunch, Kayla Lynn",3410 Turkeyfoot Road,,Erlanger,KY,41018,41018,39.005029,-84.581785,131,INFANT TO SCHOOL_AGE,1593
KENTON,Julie Learning Center,Julie Learning Center Inc.,"Hedger, Mary M",1601 Dixie Highway,,Park Hills,KY,41011,41011,39.065884,-84.53122,67,TWO_TO_SCHOOL TO SCHOOL_AGE,1594
KENTON,Abby's Child Enrichment Center,"Abby's Child Enrichment Center, Inc.","Taylor, Donna Faye",710 Valley Square Drive,,Taylor Mill,KY,41015,41015,39.009724,-84.49293,151,INFANT TO SCHOOL_AGE,1595
KENTON,Holy Cross Care and Learning Academy,Holy Cross Parish,"Fisk, Susan Ann",3612 Church Street,,Covington,KY,41015,41015,39.048415,-84.501779,70,TWO_TO_SCHOOL TO SCHOOL_AGE,1596
KENTON,St. Cecilia Preschool,St. Cecilia Parish,"Polaski, Nicole Alexis",5313 Madison Pike,,Independence,KY,41051,41051,38.940594,-84.544655,28,TWO_TO_SCHOOL,1597
KENTON,Gardens At Greenup Child Development Center,"Children, Inc.","Walker, Loretta Louise",133 East 11th Street,,Covington,KY,41011,41011,39.07923,-84.50676,30,INFANT TO TWO_TO_SCHOOL,1598
KENTON,Calvary Christian Preschool,"Calvary Baptist Church Of Covington, Kentucky, Inc.","Pack, Denise Anne",5957 Taylor Mill Road,,Covington,KY,41015,41015,38.976604,-84.502056,49,TWO_TO_SCHOOL TO SCHOOL_AGE,1599
KENTON,Youthland Academy of Fort Wright,"Youthland Academy Of Ft. Wright, Inc.","Kilburn, Ashley Lynn",2073 Dixie Highway,,Ft. Mitchell,KY,41011,41011,39.052877,-84.549085,80,INFANT TO SCHOOL_AGE,1600
KENTON,Saint Cecilia Day Care & After Care,St. Cecilia Parish,"Polaski, Nicole Alexis",5313 Madison Pike,,Independence,KY,41051,41051,38.940594,-84.544655,68,TWO_TO_SCHOOL TO SCHOOL_AGE,1601
KENTON,The Goddard School,"Kamkreu, Llc","Richardson, Gabriella ",205 Grandview Dr.,,Ft. Mitchell,KY,41017,41017,39.051487,-84.56723,160,INFANT TO SCHOOL_AGE,1602
KENTON,Mother Hubbard's Playhouse II,"Mother Hubbards Playhouse, Inc.","Walker, Amy",2553 Madison Avenue,,Covington,KY,41014,41014,39.060186,-84.503331,100,INFANT TO SCHOOL_AGE,1603
KENTON,Silverlake Academy,"Kenton Lands, Llc","Thomas, Whitney Nicole",301 Kenton Lands Road,,Erlanger,KY,41018,41018,39.026176,-84.59383,100,TWO_TO_SCHOOL TO SCHOOL_AGE,1604
KENTON,Kingdom's Kids,Kingdom's Kids Llc,"Arnold, Jacqueline",1709 Shaw Pike,,Independence,KY,41051,41051,38.92729,-84.55507,49,TODDLER TO SCHOOL_AGE,1605
KENTON,"Children, Inc. ELC at River Ridge Elem","Children, Inc.","Bricking, Renee",2772 Amsterdam Rd,,Villa Hills,KY,41017,41017,39.060918,-84.608715,25,TWO_TO_SCHOOL,1606
KENTON,Independence Learning Center,"Independence Learning Center, Llc","Rauch, Laura Beth",155 Court House Crossing,,Independence,KY,41051,41051,38.923041,-84.54745,107,INFANT TO SCHOOL_AGE,1607
KENTON,Heavenly Day Care Center,"Heavenly Daycare, LLC","Evans, Patrick D",401 East 20th Street,,Covington,KY,41014,41014,39.067917,-84.50011,106,INFANT TO SCHOOL_AGE,1608
KENTON,AJ Lindeman Elementary YMCA Kids,Young Men's Christian Association Of Greater Cincinnati,"Nooe, Rebecca Michelle",558 Erlanger Road,,Erlanger,KY,41018,41018,39.027718,-84.60805,100,SCHOOL_AGE,1609
KENTON,Arnett Elementary YMCA Kids,Young Men's Christian Association Of Greater Cincinnati,"Nooe, Rebecca Michelle",3552 Kimberly Drive,,Erlanger,KY,41018,41018,39.005733,-84.59111,138,SCHOOL_AGE,1610
KENTON,Howell Elementary YMCA Kids,Young Men's Christian Association Of Greater Cincinnati,"Nooe, Rebecca Michelle",909 Central Row Street,,Erlanger,KY,41018,41018,39.005547,-84.601456,100,SCHOOL_AGE,1611
KENTON,Miles Elementary YMCA Kids,Young Men's Christian Association Of Greater Cincinnati,"Nooe, Rebecca Michelle",208 Sunset Avenue,,Erlanger,KY,41018,41018,39.012756,-84.611694,100,SCHOOL_AGE,1612
KENTON,Immanuel - Sonshine Preschool,"Immanuel United Methodist Church, Inc. Of Lakeside, Kentucky","Josselyn, Dawn Kimberly",2551 Dixie Highway,,Lakeside Park,KY,41017,41017,39.03492,-84.56342,170,TWO_TO_SCHOOL,1613
KENTON,Tender Love & Care Learning Center,"Tender Love & Care Learning Center, Llc","Jackson, Savannah Marie",491 Erlanger Road,,Erlanger,KY,41018,41018,39.02401,-84.60621,110,INFANT TO SCHOOL_AGE,1614
KENTON,Little Links to Learning,"Little Links To Learning, LLC","Fairfield, Christine Miller",1945 Highland Pike,,Fort Wright,KY,41017,41017,39.03789,-84.535486,182,INFANT TO SCHOOL_AGE,1615
KENTON,Around The Clock Childcare,Around The Clock Child Care LLC,"Irvin, Victoria",510 Keene Street,,Covington,KY,41011,41011,39.077804,-84.517775,127,INFANT TO SCHOOL_AGE,1616
KENTON,Funshine Childcare,"Funshine Child Care, Llc","Cathy, Tonya Nicole",21 East 32nd Street,,Covington,KY,41015,41015,39.052429,-84.50264,107,INFANT TO SCHOOL_AGE,1617
KENTON,Rainbow Child Care Center,"Ree Midwest, Inc.","Kassemos, Rebecca Sue ",5129 Old Taylor Mill Road,,Taylor Mill,KY,41015,41015,39.008511,-84.502605,144,INFANT TO SCHOOL_AGE,1618
KENTON,Rainbow Child Care Center,Rainbow Child Care Center,"Burkart, Michelle Ryan",1515 Sleepy Hollow Road,,Ft. Wright,KY,41011,41011,39.069332,-84.54038,141,INFANT TO SCHOOL_AGE,1619
KENTON,Rainbow Child Care Center,Rainbow Child Care Center,"Bowen, Donna Jean",4104 Dixie Highway,,Erlanger,KY,41018,41018,39.011955,-84.607514,166,INFANT TO SCHOOL_AGE,1620
KENTON,Rainbow Child Care Center,Rainbow Child Care Center,"Gentile, Melissa",573 Freedom Park Drive,,Edgewood,KY,41017,41017,39.009075,-84.55652,197,INFANT TO SCHOOL_AGE,1621
KENTON,Rainbow Child Care Center,Rainbow Child Care Center,"Ely, Rachel ",5049 Madison Pike,,Independence,KY,41051,41051,38.95527,-84.54138,162,INFANT TO SCHOOL_AGE,1622
KENTON,Rainbow Child Care Center,Rainbow Child Care Center,"Clark, Amanda Zeb",805 Buttermilk Place,,Crescent Springs,KY,41017,41017,39.055063,-84.581666,98,INFANT TO SCHOOL_AGE,1623
KENTON,Intriguing Minds Daycare,"Intriguing Minds Daycare, Llc","Phillips, Javonna Latrice ",337 Pike Street,,Covington,KY,41011,41011,39.080022,-84.515389,33,INFANT TO SCHOOL_AGE,1624
JEFFERSON,"CAL - ""Jr. Academy""","Christian Academy Of Louisville, Inc.","Wraley, Deborah Ann",8307 St. Andrews Church Road,,Louisville,KY,40258,40258,38.14208,-85.835422,145,TWO_TO_SCHOOL TO SCHOOL_AGE,1625
MADISON,Kids Kingdom,"Kids Kingdom, Llc","Arvin, Marsha Lee",360 Highland Park Drive,,Richmond,KY,40475,40475,37.73859,-84.26537,191,INFANT TO SCHOOL_AGE,1626
MADISON,First Baptist Church Learning Center,"Board Of Trustees Of The First Baptist Church, Of Richmond, Madison County, Kentucky","Collier, DeLee Renee",425 Eastern Bypass,,Richmond,KY,40475,40475,37.73574,-84.30411,94,TODDLER TO SCHOOL_AGE,1627
WARREN,T. C. Cherry After-School Program,Bowling Green - Warren County Community Education,"Lightfoot, Erin Elizabeth",1001 Liberty Avenue,,Bowling Green,KY,42101,42101,36.977008,-86.448253,75,SCHOOL_AGE,1628
WARREN,Rich Pond After-School Program,Bowling Green - Warren County Community Education,"Lightfoot, Erin Elizabeth",530 Richpond Road,,Bowling Green,KY,42104,42104,36.895424,-86.511665,150,SCHOOL_AGE,1629
WARREN,First Baptist Church Preschool Ministries,"First Baptist Church, Inc.","Donelson, Vicky Lynn",621 East 12th Avenue,,Bowling Green,KY,42101,42101,36.988827,-86.44347,175,INFANT TO SCHOOL_AGE,1630
WARREN,William H. Natcher After-School Program,Bowling Green - Warren County Community Education,"Lightfoot, Erin Elizabeth",1434 Cave Mill Road,,Bowling Green,KY,42104,42104,36.942303,-86.44805,175,SCHOOL_AGE,1631
WARREN,St. Joseph Preschool & After School Child Care,"St. Joseph Interparochial School, Inc.","Kaelin, Christine Elizabeth",416 Church Avenue,,Bowling Green,KY,42101,42101,37.001209,-86.447016,99,TWO_TO_SCHOOL TO SCHOOL_AGE,1632
WARREN,Warren Elementary After-School Program,Bowling Green - Warren County Community Education,"Lightfoot, Erin Elizabeth",1846 Loop Drive,,Bowling Green,KY,42101,42101,36.98082,-86.47443,75,SCHOOL_AGE,1633
WARREN,Bristow After-School Program,Bowling Green - Warren County Community Education,"Lightfoot, Erin Elizabeth",6151 Louisville Road,,Bowling Green,KY,42101,42101,37.008825,-86.405073,75,SCHOOL_AGE,1634
WARREN,Alvaton After-School Program,Bowling Green - Warren County Community Education,"Lightfoot, Erin Elizabeth",6350 Old Scottsville Road,,Alvaton,KY,42122,42122,36.876873,-86.353516,75,SCHOOL_AGE,1635
WARREN,Building Blocks Child Care,Marie Owens,"Mount, Janet Marie",105 Laurel Avenue,,Smiths Grove,KY,42171,42171,37.051277,-86.20851,40,INFANT TO SCHOOL_AGE,1636
WARREN,Scottsville Road Baptist Preschool,Scottsville Road Baptist Church,"Blackburn, Shannon Renea",6330 Scottsville Road,,Bowling Green,KY,42104,42104,36.91284,-86.40495,62,INFANT TO TWO_TO_SCHOOL,1637
WARREN,La Petite Academy,"La Petite Academy, Inc.","Copeland, Kimberly Mae",1101 Wilkinson Trace,,Bowling Green,KY,42103,42103,36.96998,-86.433174,136,INFANT TO SCHOOL_AGE,1638
WARREN,Rockfield After-School Program,Bowling Green - Warren County Community Education,"Lightfoot, Erin Elizabeth",7597 Russellville Road,,Bowling Green,KY,42101,42101,36.974698,-86.472953,100,SCHOOL_AGE,1639
